X_RD,Y_RD,zoneid,groupid
227950,589750,1206,1
227950,589850,1206,1
227950,589950,1206,1
227950,590050,1206,1
227950,590150,1206,1
227950,590250,1206,1
227950,590350,1206,1
228050,589050,1206,1
228050,589150,1206,1
228050,589250,1206,1
228050,589350,1206,1
228050,589450,1206,1
228050,589550,1206,1
228050,589650,1206,1
228050,589750,1206,1
228050,589850,1206,1
228050,589950,1206,1
228050,590050,1206,1
228050,590150,1206,1
228050,590250,1206,1
228050,590350,1206,1
228050,590450,1206,1
228050,590550,1206,1
228050,590650,1206,1
228050,590750,1206,1
228050,590850,1206,1
228050,590950,1206,1
228050,591050,1206,1
228150,588650,1206,1
228150,588750,1206,1
228150,588850,1206,1
228150,588950,1206,1
228150,589050,1206,1
228150,589150,1206,1
228150,589250,1206,1
228150,589350,1206,1
228150,589450,1206,1
228150,589550,1206,1
228150,589650,1206,1
228150,589750,1206,1
228150,589850,1206,1
228150,589950,1206,1
228150,590050,1206,1
228150,590150,1206,1
228150,590250,1206,1
228150,590350,1206,1
228150,590450,1206,1
228150,590550,1206,1
228150,590650,1206,1
228150,590750,1206,1
228150,590850,1206,1
228150,590950,1206,1
228150,591050,1206,1
228150,591150,1206,1
228150,591250,1206,1
228150,591350,1206,1
228150,591450,1206,1
228250,588350,1206,1
228250,588450,1206,1
228250,588550,1206,1
228250,588650,1206,1
228250,588750,1206,1
228250,588850,1206,1
228250,588950,1206,1
228250,589050,1206,1
228250,589150,1206,1
228250,589250,1206,1
228250,589350,1206,1
228250,589450,1206,1
228250,589550,1206,1
228250,589650,1206,1
228250,589750,1206,1
228250,589850,1206,1
228250,589950,1206,1
228250,590050,1206,1
228250,590150,1206,1
228250,590250,1206,1
228250,590350,1206,1
228250,590450,1206,1
228250,590550,1206,1
228250,590650,1206,1
228250,590750,1206,1
228250,590850,1206,1
228250,590950,1206,1
228250,591050,1206,1
228250,591150,1206,1
228250,591250,1206,1
228250,591350,1206,1
228250,591450,1206,1
228250,591550,1206,1
228250,591650,1206,1
228250,591750,1206,1
228350,588150,1206,1
228350,588250,1206,1
228350,588350,1206,1
228350,588450,1206,1
228350,588550,1206,1
228350,588650,1206,1
228350,588750,1206,1
228350,588850,1206,1
228350,588950,1206,1
228350,589050,1206,1
228350,589150,1206,1
228350,589250,1206,1
228350,589350,1206,1
228350,589450,1206,1
228350,589550,1206,1
228350,589650,1206,1
228350,589750,1206,1
228350,589850,1206,1
228350,589950,1206,1
228350,590050,1206,1
228350,590150,1206,1
228350,590250,1206,1
228350,590350,1206,1
228350,590450,1206,1
228350,590550,1206,1
228350,590650,1206,1
228350,590750,1206,1
228350,590850,1206,1
228350,590950,1206,1
228350,591050,1206,1
228350,591150,1206,1
228350,591250,1206,1
228350,591350,1206,1
228350,591450,1206,1
228350,591550,1206,1
228350,591650,1206,1
228350,591750,1206,1
228350,591850,1206,1
228350,591950,1206,1
228350,597950,1107,1
228350,598050,1107,1
228350,598150,1107,1
228350,598250,1107,1
228350,598350,1107,1
228350,598450,1107,1
228350,598550,1107,1
228350,598650,1107,1
228450,587950,1206,1
228450,588050,1206,1
228450,588150,1206,1
228450,588250,1206,1
228450,588350,1206,1
228450,588450,1206,1
228450,588550,1206,1
228450,588650,1206,1
228450,588750,1206,1
228450,588850,1206,1
228450,588950,1206,1
228450,589050,1206,1
228450,589150,1206,1
228450,589250,1206,1
228450,589350,1206,1
228450,589450,1206,1
228450,589550,1206,1
228450,589650,1206,1
228450,589750,1206,1
228450,589850,1206,1
228450,589950,1206,1
228450,590050,1206,1
228450,590150,1206,1
228450,590250,1206,1
228450,590350,1206,1
228450,590450,1206,1
228450,590550,1206,1
228450,590650,1206,1
228450,590750,1206,1
228450,590850,1206,1
228450,590950,1206,1
228450,591050,1206,1
228450,591150,1206,1
228450,591250,1206,1
228450,591350,1206,1
228450,591450,1206,1
228450,591550,1206,1
228450,591650,1206,1
228450,591750,1206,1
228450,591850,1206,1
228450,591950,1206,1
228450,592050,1206,1
228450,592150,1206,1
228450,592250,1206,1
228450,592350,1206,1
228450,592450,1206,1
228450,592550,1206,1
228450,592650,1007,1
228450,592750,1007,1
228450,597250,1107,1
228450,597350,1107,1
228450,597450,1107,1
228450,597550,1107,1
228450,597650,1107,1
228450,597750,1107,1
228450,597850,1107,1
228450,597950,1107,1
228450,598050,1107,1
228450,598150,1107,1
228450,598250,1107,1
228450,598350,1107,1
228450,598450,1107,1
228450,598550,1107,1
228450,598650,1107,1
228450,598750,1107,1
228450,598850,1107,1
228450,598950,1107,1
228450,599050,1107,1
228450,599150,1107,1
228450,599250,1107,1
228450,599350,1107,1
228450,599450,1107,1
228550,587750,1206,1
228550,587850,1206,1
228550,587950,1206,1
228550,588050,1206,1
228550,588150,1206,1
228550,588250,1206,1
228550,588350,1206,1
228550,588450,1206,1
228550,588550,1206,1
228550,588650,1206,1
228550,588750,1206,1
228550,588850,1206,1
228550,588950,1206,1
228550,589050,1206,1
228550,589150,1206,1
228550,589250,1206,1
228550,589350,1206,1
228550,589450,1206,1
228550,589550,1206,1
228550,589650,1206,1
228550,589750,1206,1
228550,589850,1206,1
228550,589950,1206,1
228550,590050,1206,1
228550,590150,1206,1
228550,590250,1206,1
228550,590350,1206,1
228550,590450,1206,1
228550,590550,1206,1
228550,590650,1206,1
228550,590750,1206,1
228550,590850,1206,1
228550,590950,1206,1
228550,591050,1206,1
228550,591150,1206,1
228550,591250,1206,1
228550,591350,1206,1
228550,591450,1206,1
228550,591550,1206,1
228550,591650,1206,1
228550,591750,1206,1
228550,591850,1206,1
228550,591950,1206,1
228550,592050,1206,1
228550,592150,1206,1
228550,592250,1206,1
228550,592350,1206,1
228550,592450,1206,1
228550,592550,1007,1
228550,592650,1007,1
228550,592750,1007,1
228550,592850,1007,1
228550,592950,1007,1
228550,593050,1007,1
228550,593150,1007,1
228550,593250,1007,1
228550,596950,1107,1
228550,597050,1107,1
228550,597150,1107,1
228550,597250,1107,1
228550,597350,1107,1
228550,597450,1107,1
228550,597550,1107,1
228550,597650,1107,1
228550,597750,1107,1
228550,597850,1107,1
228550,597950,1107,1
228550,598050,1107,1
228550,598150,1107,1
228550,598250,1107,1
228550,598350,1107,1
228550,598450,1107,1
228550,598550,1107,1
228550,598650,1107,1
228550,598750,1107,1
228550,598850,1107,1
228550,598950,1107,1
228550,599050,1107,1
228550,599150,1107,1
228550,599250,1107,1
228550,599350,1107,1
228550,599450,1107,1
228550,599550,1107,1
228550,599650,1107,1
228550,599750,1107,1
228550,599850,1106,1
228550,599950,1106,1
228650,587450,1206,1
228650,587550,1206,1
228650,587650,1206,1
228650,587750,1206,1
228650,587850,1206,1
228650,587950,1206,1
228650,588050,1206,1
228650,588150,1206,1
228650,588250,1206,1
228650,588350,1206,1
228650,588450,1206,1
228650,588550,1206,1
228650,588650,1206,1
228650,588750,1206,1
228650,588850,1206,1
228650,588950,1206,1
228650,589050,1206,1
228650,589150,1206,1
228650,589250,1206,1
228650,589350,1206,1
228650,589450,1206,1
228650,589550,1206,1
228650,589650,1206,1
228650,589750,1206,1
228650,589850,1206,1
228650,589950,1206,1
228650,590050,1206,1
228650,590150,1206,1
228650,590250,1206,1
228650,590350,1206,1
228650,590450,1206,1
228650,590550,1206,1
228650,590650,1206,1
228650,590750,1206,1
228650,590850,1206,1
228650,590950,1206,1
228650,591050,1206,1
228650,591150,1206,1
228650,591250,1206,1
228650,591350,1206,1
228650,591450,1206,1
228650,591550,1206,1
228650,591650,1206,1
228650,591750,1206,1
228650,591850,1206,1
228650,591950,1206,1
228650,592050,1206,1
228650,592150,1206,1
228650,592250,1206,1
228650,592350,1206,1
228650,592450,1206,1
228650,592550,1007,1
228650,592650,1007,1
228650,592750,1007,1
228650,592850,1007,1
228650,592950,1007,1
228650,593050,1007,1
228650,593150,1007,1
228650,593250,1007,1
228650,593350,1007,1
228650,593450,1007,1
228650,593550,1007,1
228650,596650,1107,1
228650,596750,1107,1
228650,596850,1107,1
228650,596950,1107,1
228650,597050,1107,1
228650,597150,1107,1
228650,597250,1107,1
228650,597350,1107,1
228650,597450,1107,1
228650,597550,1107,1
228650,597650,1107,1
228650,597750,1107,1
228650,597850,1107,1
228650,597950,1107,1
228650,598050,1107,1
228650,598150,1107,1
228650,598250,1107,1
228650,598350,1107,1
228650,598450,1107,1
228650,598550,1107,1
228650,598650,1107,1
228650,598750,1107,1
228650,598850,1107,1
228650,598950,1107,1
228650,599050,1107,1
228650,599150,1107,1
228650,599250,1107,1
228650,599350,1107,1
228650,599450,1107,1
228650,599550,1107,1
228650,599650,1107,1
228650,599750,1107,1
228650,599850,1106,1
228650,599950,1106,1
228650,600050,1106,1
228650,600150,1106,1
228650,600250,1106,1
228650,600350,1106,1
228750,587150,1206,1
228750,587250,1206,1
228750,587350,1206,1
228750,587450,1206,1
228750,587550,1206,1
228750,587650,1206,1
228750,587750,1206,1
228750,587850,1206,1
228750,587950,1206,1
228750,588050,1206,1
228750,588150,1206,1
228750,588250,1206,1
228750,588350,1206,1
228750,588450,1206,1
228750,588550,1206,1
228750,588650,1206,1
228750,588750,1206,1
228750,588850,1206,1
228750,588950,1206,1
228750,589050,1206,1
228750,589150,1206,1
228750,589250,1206,1
228750,589350,1206,1
228750,589450,1206,1
228750,589550,1206,1
228750,589650,1206,1
228750,589750,1206,1
228750,589850,1206,1
228750,589950,1206,1
228750,590050,1206,1
228750,590150,1206,1
228750,590250,1206,1
228750,590350,1206,1
228750,590450,1206,1
228750,590550,1206,1
228750,590650,1206,1
228750,590750,1206,1
228750,590850,1206,1
228750,590950,1206,1
228750,591050,1206,1
228750,591150,1206,1
228750,591250,1206,1
228750,591350,1206,1
228750,591450,1206,1
228750,591550,1206,1
228750,591650,1206,1
228750,591750,1206,1
228750,591850,1206,1
228750,591950,1206,1
228750,592050,1206,1
228750,592150,1206,1
228750,592250,1206,1
228750,592350,1206,1
228750,592450,1007,1
228750,592550,1007,1
228750,592650,1007,1
228750,592750,1007,1
228750,592850,1007,1
228750,592950,1007,1
228750,593050,1007,1
228750,593150,1007,1
228750,593250,1007,1
228750,593350,1007,1
228750,593450,1007,1
228750,593550,1007,1
228750,593650,1007,1
228750,593750,1007,1
228750,596350,2108,1
228750,596450,1107,1
228750,596550,1107,1
228750,596650,1107,1
228750,596750,1107,1
228750,596850,1107,1
228750,596950,1107,1
228750,597050,1107,1
228750,597150,1107,1
228750,597250,1107,1
228750,597350,1107,1
228750,597450,1107,1
228750,597550,1107,1
228750,597650,1107,1
228750,597750,1107,1
228750,597850,1107,1
228750,597950,1107,1
228750,598050,1107,1
228750,598150,1107,1
228750,598250,1107,1
228750,598350,1107,1
228750,598450,1107,1
228750,598550,1107,1
228750,598650,1107,1
228750,598750,1107,1
228750,598850,1107,1
228750,598950,1107,1
228750,599050,1107,1
228750,599150,1107,1
228750,599250,1107,1
228750,599350,1107,1
228750,599450,1107,1
228750,599550,1107,1
228750,599650,1107,1
228750,599750,1107,1
228750,599850,1106,1
228750,599950,1106,1
228750,600050,1106,1
228750,600150,1106,1
228750,600250,1106,1
228750,600350,1106,1
228750,600450,1106,1
228750,600550,1106,1
228750,600650,1106,1
228850,586950,1206,1
228850,587050,1206,1
228850,587150,1206,1
228850,587250,1206,1
228850,587350,1206,1
228850,587450,1206,1
228850,587550,1206,1
228850,587650,1206,1
228850,587750,1206,1
228850,587850,1206,1
228850,587950,1206,1
228850,588050,1206,1
228850,588150,1206,1
228850,588250,1206,1
228850,588350,1206,1
228850,588450,1206,1
228850,588550,1206,1
228850,588650,1206,1
228850,588750,1206,1
228850,588850,1206,1
228850,588950,1206,1
228850,589050,1206,1
228850,589150,1206,1
228850,589250,1206,1
228850,589350,1206,1
228850,589450,1206,1
228850,589550,1206,1
228850,589650,1206,1
228850,589750,1206,1
228850,589850,1206,1
228850,589950,1206,1
228850,590050,1206,1
228850,590150,1206,1
228850,590250,1206,1
228850,590350,1206,1
228850,590450,1206,1
228850,590550,1206,1
228850,590650,1206,1
228850,590750,1206,1
228850,590850,1206,1
228850,590950,1206,1
228850,591050,1206,1
228850,591150,1206,1
228850,591250,1206,1
228850,591350,1206,1
228850,591450,1206,1
228850,591550,1206,1
228850,591650,1206,1
228850,591750,1206,1
228850,591850,1206,1
228850,591950,1206,1
228850,592050,1206,1
228850,592150,1206,1
228850,592250,1206,1
228850,592350,1206,1
228850,592450,1007,1
228850,592550,1007,1
228850,592650,1007,1
228850,592750,1007,1
228850,592850,1007,1
228850,592950,1007,1
228850,593050,1007,1
228850,593150,1007,1
228850,593250,1007,1
228850,593350,1007,1
228850,593450,1007,1
228850,593550,1007,1
228850,593650,1007,1
228850,593750,1007,1
228850,593850,1007,1
228850,593950,1007,1
228850,594050,1007,1
228850,596150,2108,1
228850,596250,2108,1
228850,596350,2108,1
228850,596450,2108,1
228850,596550,1107,1
228850,596650,1107,1
228850,596750,1107,1
228850,596850,1107,1
228850,596950,1107,1
228850,597050,1107,1
228850,597150,1107,1
228850,597250,1107,1
228850,597350,1107,1
228850,597450,1107,1
228850,597550,1107,1
228850,597650,1107,1
228850,597750,1107,1
228850,597850,1107,1
228850,597950,1107,1
228850,598050,1107,1
228850,598150,1107,1
228850,598250,1107,1
228850,598350,1107,1
228850,598450,1107,1
228850,598550,1107,1
228850,598650,1107,1
228850,598750,1107,1
228850,598850,1107,1
228850,598950,1107,1
228850,599050,1107,1
228850,599150,1107,1
228850,599250,1107,1
228850,599350,1107,1
228850,599450,1107,1
228850,599550,1107,1
228850,599650,1107,1
228850,599750,1106,1
228850,599850,1106,1
228850,599950,1106,1
228850,600050,1106,1
228850,600150,1106,1
228850,600250,1106,1
228850,600350,1106,1
228850,600450,1106,1
228850,600550,1106,1
228850,600650,1106,1
228850,600750,1106,1
228850,600850,1106,1
228950,586750,1206,1
228950,586850,1206,1
228950,586950,1206,1
228950,587050,1206,1
228950,587150,1206,1
228950,587250,1206,1
228950,587350,1206,1
228950,587450,1206,1
228950,587550,1206,1
228950,587650,1206,1
228950,587750,1206,1
228950,587850,1206,1
228950,587950,1206,1
228950,588050,1206,1
228950,588150,1206,1
228950,588250,1206,1
228950,588350,1206,1
228950,588450,1206,1
228950,588550,1206,1
228950,588650,1206,1
228950,588750,1206,1
228950,588850,1206,1
228950,588950,1206,1
228950,589050,1206,1
228950,589150,1206,1
228950,589250,1206,1
228950,589350,1206,1
228950,589450,1206,1
228950,589550,1206,1
228950,589650,1206,1
228950,589750,1206,1
228950,589850,1206,1
228950,589950,1206,1
228950,590050,1206,1
228950,590150,1206,1
228950,590250,1206,1
228950,590350,1206,1
228950,590450,1206,1
228950,590550,1206,1
228950,590650,1206,1
228950,590750,1206,1
228950,590850,1206,1
228950,590950,1206,1
228950,591050,1206,1
228950,591150,1206,1
228950,591250,1206,1
228950,591350,1206,1
228950,591450,1206,1
228950,591550,1206,1
228950,591650,1206,1
228950,591750,1206,1
228950,591850,1206,1
228950,591950,1206,1
228950,592050,1206,1
228950,592150,1206,1
228950,592250,1206,1
228950,592350,1007,1
228950,592450,1007,1
228950,592550,1007,1
228950,592650,1007,1
228950,592750,1007,1
228950,592850,1007,1
228950,592950,1007,1
228950,593050,1007,1
228950,593150,1007,1
228950,593250,1007,1
228950,593350,1007,1
228950,593450,1007,1
228950,593550,1007,1
228950,593650,1007,1
228950,593750,1007,1
228950,593850,1007,1
228950,593950,1007,1
228950,594050,1007,1
228950,594150,1007,1
228950,595950,2108,1
228950,596050,2108,1
228950,596150,2108,1
228950,596250,2108,1
228950,596350,2108,1
228950,596450,1107,1
228950,596550,1107,1
228950,596650,1107,1
228950,596750,1107,1
228950,596850,1107,1
228950,596950,1107,1
228950,597050,1107,1
228950,597150,1107,1
228950,597250,1107,1
228950,597350,1107,1
228950,597450,1107,1
228950,597550,1107,1
228950,597650,1107,1
228950,597750,1107,1
228950,597850,1107,1
228950,597950,1107,1
228950,598050,1107,1
228950,598150,1107,1
228950,598250,1107,1
228950,598350,1107,1
228950,598450,1107,1
228950,598550,1107,1
228950,598650,1107,1
228950,598750,1107,1
228950,598850,1107,1
228950,598950,1107,1
228950,599050,1107,1
228950,599150,1107,1
228950,599250,1107,1
228950,599350,1107,1
228950,599450,1107,1
228950,599550,1107,1
228950,599650,1107,1
228950,599750,1106,1
228950,599850,1106,1
228950,599950,1106,1
228950,600050,1106,1
228950,600150,1106,1
228950,600250,1106,1
228950,600350,1106,1
228950,600450,1106,1
228950,600550,1106,1
228950,600650,1106,1
228950,600750,1106,1
228950,600850,1106,1
228950,600950,1106,1
228950,601050,1106,1
229050,586550,1206,1
229050,586650,1206,1
229050,586750,1206,1
229050,586850,1206,1
229050,586950,1206,1
229050,587050,1206,1
229050,587150,1206,1
229050,587250,1206,1
229050,587350,1206,1
229050,587450,1206,1
229050,587550,1206,1
229050,587650,1206,1
229050,587750,1206,1
229050,587850,1206,1
229050,587950,1206,1
229050,588050,1206,1
229050,588150,1206,1
229050,588250,1206,1
229050,588350,1206,1
229050,588450,1206,1
229050,588550,1206,1
229050,588650,1206,1
229050,588750,1206,1
229050,588850,1206,1
229050,588950,1206,1
229050,589050,1206,1
229050,589150,1206,1
229050,589250,1206,1
229050,589350,1206,1
229050,589450,1206,1
229050,589550,1206,1
229050,589650,1206,1
229050,589750,1206,1
229050,589850,1206,1
229050,589950,1206,1
229050,590050,1206,1
229050,590150,1206,1
229050,590250,1206,1
229050,590350,1206,1
229050,590450,1206,1
229050,590550,1206,1
229050,590650,1206,1
229050,590750,1206,1
229050,590850,1206,1
229050,590950,1206,1
229050,591050,1206,1
229050,591150,1206,1
229050,591250,1206,1
229050,591350,1206,1
229050,591450,1206,1
229050,591550,1206,1
229050,591650,1206,1
229050,591750,1206,1
229050,591850,1206,1
229050,591950,1206,1
229050,592050,1206,1
229050,592150,1206,1
229050,592250,1206,1
229050,592350,1007,1
229050,592450,1007,1
229050,592550,1007,1
229050,592650,1007,1
229050,592750,1007,1
229050,592850,1007,1
229050,592950,1007,1
229050,593050,1007,1
229050,593150,1007,1
229050,593250,1007,1
229050,593350,1007,1
229050,593450,1007,1
229050,593550,1007,1
229050,593650,1007,1
229050,593750,1007,1
229050,593850,1007,1
229050,593950,1007,1
229050,594050,1007,1
229050,594150,1034,1
229050,594250,1034,1
229050,594350,1034,1
229050,595750,1034,1
229050,595850,2108,1
229050,595950,2108,1
229050,596050,2108,1
229050,596150,2108,1
229050,596250,2108,1
229050,596350,1107,1
229050,596450,1107,1
229050,596550,1107,1
229050,596650,1107,1
229050,596750,1107,1
229050,596850,1107,1
229050,596950,1107,1
229050,597050,1107,1
229050,597150,1107,1
229050,597250,1107,1
229050,597350,1107,1
229050,597450,1107,1
229050,597550,1107,1
229050,597650,1107,1
229050,597750,1107,1
229050,597850,1107,1
229050,597950,1107,1
229050,598050,1107,1
229050,598150,1107,1
229050,598250,1107,1
229050,598350,1107,1
229050,598450,1107,1
229050,598550,1107,1
229050,598650,1107,1
229050,598750,1107,1
229050,598850,1107,1
229050,598950,1107,1
229050,599050,1107,1
229050,599150,1107,1
229050,599250,1107,1
229050,599350,1107,1
229050,599450,1107,1
229050,599550,1107,1
229050,599650,1107,1
229050,599750,1106,1
229050,599850,1106,1
229050,599950,1106,1
229050,600050,1106,1
229050,600150,1106,1
229050,600250,1106,1
229050,600350,1106,1
229050,600450,1106,1
229050,600550,1106,1
229050,600650,1106,1
229050,600750,1106,1
229050,600850,1106,1
229050,600950,1106,1
229050,601050,1106,1
229050,601150,1106,1
229050,601250,1106,1
229150,586450,1206,1
229150,586550,1206,1
229150,586650,1206,1
229150,586750,1206,1
229150,586850,1206,1
229150,586950,1206,1
229150,587050,1206,1
229150,587150,1206,1
229150,587250,1206,1
229150,587350,1206,1
229150,587450,1206,1
229150,587550,1206,1
229150,587650,1206,1
229150,587750,1206,1
229150,587850,1206,1
229150,587950,1206,1
229150,588050,1206,1
229150,588150,1206,1
229150,588250,1206,1
229150,588350,1206,1
229150,588450,1206,1
229150,588550,1206,1
229150,588650,1206,1
229150,588750,1206,1
229150,588850,1206,1
229150,588950,1206,1
229150,589050,1206,1
229150,589150,1206,1
229150,589250,1206,1
229150,589350,1206,1
229150,589450,1206,1
229150,589550,1206,1
229150,589650,1206,1
229150,589750,1206,1
229150,589850,1206,1
229150,589950,1206,1
229150,590050,1206,1
229150,590150,1206,1
229150,590250,1206,1
229150,590350,1206,1
229150,590450,1206,1
229150,590550,1206,1
229150,590650,1206,1
229150,590750,1206,1
229150,590850,1206,1
229150,590950,1206,1
229150,591050,1206,1
229150,591150,1206,1
229150,591250,1206,1
229150,591350,1206,1
229150,591450,1206,1
229150,591550,1206,1
229150,591650,1206,1
229150,591750,1206,1
229150,591850,1206,1
229150,591950,1206,1
229150,592050,1206,1
229150,592150,1206,1
229150,592250,1007,1
229150,592350,1007,1
229150,592450,1007,1
229150,592550,1007,1
229150,592650,1007,1
229150,592750,1007,1
229150,592850,1007,1
229150,592950,1007,1
229150,593050,1007,1
229150,593150,1007,1
229150,593250,1007,1
229150,593350,1007,1
229150,593450,1007,1
229150,593550,1007,1
229150,593650,1007,1
229150,593750,1007,1
229150,593850,1007,1
229150,593950,1007,1
229150,594050,1034,1
229150,594150,1034,1
229150,594250,1034,1
229150,594350,1034,1
229150,594450,1034,1
229150,594550,1034,1
229150,595650,1034,1
229150,595750,1034,1
229150,595850,2108,1
229150,595950,2108,1
229150,596050,2108,1
229150,596150,2108,1
229150,596250,1107,1
229150,596350,1107,1
229150,596450,1107,1
229150,596550,1107,1
229150,596650,1107,1
229150,596750,1107,1
229150,596850,1107,1
229150,596950,1107,1
229150,597050,1107,1
229150,597150,1107,1
229150,597250,1107,1
229150,597350,1107,1
229150,597450,1107,1
229150,597550,1107,1
229150,597650,1107,1
229150,597750,1107,1
229150,597850,1107,1
229150,597950,1107,1
229150,598050,1107,1
229150,598150,1107,1
229150,598250,1107,1
229150,598350,1107,1
229150,598450,1107,1
229150,598550,1107,1
229150,598650,1107,1
229150,598750,1107,1
229150,598850,1107,1
229150,598950,1107,1
229150,599050,1107,1
229150,599150,1107,1
229150,599250,1107,1
229150,599350,1107,1
229150,599450,1107,1
229150,599550,1107,1
229150,599650,1107,1
229150,599750,1106,1
229150,599850,1106,1
229150,599950,1106,1
229150,600050,1106,1
229150,600150,1106,1
229150,600250,1106,1
229150,600350,1106,1
229150,600450,1106,1
229150,600550,1106,1
229150,600650,1106,1
229150,600750,1106,1
229150,600850,1106,1
229150,600950,1106,1
229150,601050,1106,1
229150,601150,1106,1
229150,601250,1106,1
229150,601350,1106,1
229150,601450,1106,1
229250,586250,1206,1
229250,586350,1206,1
229250,586450,1206,1
229250,586550,1206,1
229250,586650,1206,1
229250,586750,1206,1
229250,586850,1206,1
229250,586950,1206,1
229250,587050,1206,1
229250,587150,1206,1
229250,587250,1206,1
229250,587350,1206,1
229250,587450,1206,1
229250,587550,1206,1
229250,587650,1206,1
229250,587750,1206,1
229250,587850,1206,1
229250,587950,1206,1
229250,588050,1206,1
229250,588150,1206,1
229250,588250,1206,1
229250,588350,1206,1
229250,588450,1206,1
229250,588550,1206,1
229250,588650,1206,1
229250,588750,1206,1
229250,588850,1206,1
229250,588950,1206,1
229250,589050,1206,1
229250,589150,1206,1
229250,589250,1206,1
229250,589350,1206,1
229250,589450,1206,1
229250,589550,1206,1
229250,589650,1206,1
229250,589750,1206,1
229250,589850,1206,1
229250,589950,1206,1
229250,590050,1206,1
229250,590150,1206,1
229250,590250,1206,1
229250,590350,1206,1
229250,590450,1206,1
229250,590550,1206,1
229250,590650,1206,1
229250,590750,1206,1
229250,590850,1206,1
229250,590950,1206,1
229250,591050,1206,1
229250,591150,1206,1
229250,591250,1206,1
229250,591350,1206,1
229250,591450,1206,1
229250,591550,1206,1
229250,591650,1206,1
229250,591750,1206,1
229250,591850,1206,1
229250,591950,1206,1
229250,592050,1206,1
229250,592150,1206,1
229250,592250,1007,1
229250,592350,1007,1
229250,592450,1007,1
229250,592550,1007,1
229250,592650,1007,1
229250,592750,1007,1
229250,592850,1007,1
229250,592950,1007,1
229250,593050,1007,1
229250,593150,1007,1
229250,593250,1007,1
229250,593350,1007,1
229250,593450,1007,1
229250,593550,1007,1
229250,593650,1007,1
229250,593750,1007,1
229250,593850,1034,1
229250,593950,1034,1
229250,594050,1034,1
229250,594150,1034,1
229250,594250,1034,1
229250,594350,1034,1
229250,594450,1034,1
229250,594550,1034,1
229250,594650,1034,1
229250,595450,1034,1
229250,595550,1034,1
229250,595650,1034,1
229250,595750,2108,1
229250,595850,2108,1
229250,595950,2108,1
229250,596050,2108,1
229250,596150,2108,1
229250,596250,1107,1
229250,596350,1107,1
229250,596450,1107,1
229250,596550,1107,1
229250,596650,1107,1
229250,596750,1107,1
229250,596850,1107,1
229250,596950,1107,1
229250,597050,1107,1
229250,597150,1107,1
229250,597250,1107,1
229250,597350,1107,1
229250,597450,1107,1
229250,597550,1107,1
229250,597650,1107,1
229250,597750,1107,1
229250,597850,1107,1
229250,597950,1107,1
229250,598050,1107,1
229250,598150,1107,1
229250,598250,1107,1
229250,598350,1107,1
229250,598450,1107,1
229250,598550,1107,1
229250,598650,1107,1
229250,598750,1107,1
229250,598850,1107,1
229250,598950,1107,1
229250,599050,1107,1
229250,599150,1107,1
229250,599250,1107,1
229250,599350,1107,1
229250,599450,1107,1
229250,599550,1107,1
229250,599650,1107,1
229250,599750,1106,1
229250,599850,1106,1
229250,599950,1106,1
229250,600050,1106,1
229250,600150,1106,1
229250,600250,1106,1
229250,600350,1106,1
229250,600450,1106,1
229250,600550,1106,1
229250,600650,1106,1
229250,600750,1106,1
229250,600850,1106,1
229250,600950,1106,1
229250,601050,1106,1
229250,601150,1106,1
229250,601250,1106,1
229250,601350,1106,1
229250,601450,1106,1
229250,601550,1106,1
229250,601650,1106,1
229350,586150,1204,1
229350,586250,1206,1
229350,586350,1206,1
229350,586450,1206,1
229350,586550,1206,1
229350,586650,1206,1
229350,586750,1206,1
229350,586850,1206,1
229350,586950,1206,1
229350,587050,1206,1
229350,587150,1206,1
229350,587250,1206,1
229350,587350,1206,1
229350,587450,1206,1
229350,587550,1206,1
229350,587650,1206,1
229350,587750,1206,1
229350,587850,1206,1
229350,587950,1206,1
229350,588050,1206,1
229350,588150,1206,1
229350,588250,1206,1
229350,588350,1206,1
229350,588450,1206,1
229350,588550,1206,1
229350,588650,1206,1
229350,588750,1206,1
229350,588850,1206,1
229350,588950,1206,1
229350,589050,1206,1
229350,589150,1206,1
229350,589250,1206,1
229350,589350,1206,1
229350,589450,1206,1
229350,589550,1206,1
229350,589650,1206,1
229350,589750,1206,1
229350,589850,1206,1
229350,589950,1206,1
229350,590050,1206,1
229350,590150,1206,1
229350,590250,1206,1
229350,590350,1206,1
229350,590450,1206,1
229350,590550,1206,1
229350,590650,1206,1
229350,590750,1206,1
229350,590850,1206,1
229350,590950,1206,1
229350,591050,1206,1
229350,591150,1206,1
229350,591250,1206,1
229350,591350,1206,1
229350,591450,1206,1
229350,591550,1206,1
229350,591650,1206,1
229350,591750,1206,1
229350,591850,1206,1
229350,591950,1206,1
229350,592050,1206,1
229350,592150,1007,1
229350,592250,1007,1
229350,592350,1007,1
229350,592450,1007,1
229350,592550,1007,1
229350,592650,1007,1
229350,592750,1007,1
229350,592850,1007,1
229350,592950,1007,1
229350,593050,1007,1
229350,593150,1007,1
229350,593250,1007,1
229350,593350,1007,1
229350,593450,1007,1
229350,593550,1007,1
229350,593650,1007,1
229350,593750,1034,1
229350,593850,1034,1
229350,593950,1034,1
229350,594050,1034,1
229350,594150,1034,1
229350,594250,1034,1
229350,594350,1034,1
229350,594450,1034,1
229350,594550,1034,1
229350,594650,1034,1
229350,594750,1034,1
229350,594850,1034,1
229350,595350,1034,1
229350,595450,1034,1
