Zone,T,a0,a1,b0,b1,M1,M2,d,f2,f3,phiS2S_1,phi_S2S_2,Sa_low,Sa_high,Afmin,Afmax
110,4,0.52068377,0,0,0,4.5,4.5,0,0.003294861,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.6891309
110,5,0.68012722,0,0,0,4.5,4.5,0,0.089449653,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.1391974
110,-10,0.52478389,0.053996843,0.98480723,-0.228195,3.6263121,-99,0.002452319,-0.007958718,0.05,0.3,0.3,0.05,0.5,0.25,2.108249
303,0.01,-0.047525642,0.18691923,1.1247162,-0.25555977,4.03,4.5,0,-0.31225196,0.035,0.22833142,0.20937808,0.001498438,0.014984381,0.25,2.0498637
303,0.025,-0.26389106,0.23910837,1.1688295,-0.26353952,4.4858548,4.5,0,-0.3334995,0.02,0.24864611,0.25154049,0.001332635,0.013326352,0.25,2.0443429
303,0.05,-0.41419626,0.18039109,0.58300585,-0.089745264,4.8845898,4.5,0,-0.30898546,0.02,0.44574609,0.33148719,0.000945838,0.009458383,0.25,1.3831449
303,0.075,-0.25068534,0.11311736,0.20879137,0.006850295,5.1563903,4.5,0,-0.30898659,0.035,0.384197,0.34058357,0.001763416,0.017634161,0.25,1.2366771
303,0.1,0.16050529,0.031978201,0.18450004,0.004208199,5.0875267,4.5,0,-0.37169771,0.05,0.33082882,0.32237699,0.005771484,0.057714844,0.25,1.3383033
303,0.125,0.26498372,0.021270417,0.14636931,-0.004162786,4.8036354,4.5,0,-0.43493897,0.1,0.3,0.33655337,0.011780198,0.11780198,0.25,1.4219798
303,0.15,0.50057239,-0.004971197,0.15918481,-0.015505935,4.5819912,4.5,0,-0.44347305,0.1,0.3,0.33736956,0.017668795,0.17668795,0.25,1.6163928
303,0.175,0.65465552,-0.019068104,0.1559234,-0.022099226,4.503491,4.5,0,-0.4206399,0.1,0.3,0.34258378,0.024193101,0.24193101,0.25,1.7799159
303,0.2,0.7849943,-0.031916426,0.15863194,-0.02524258,4.4921875,4.5,0,-0.40298795,0.1,0.3,0.35906632,0.03085885,0.3085885,0.25,1.9237952
303,0.25,0.89249094,-0.029203453,0.1425782,-0.024555246,4.4935937,4.5,0,-0.3402045,0.1,0.3,0.36208301,0.03588812,0.3588812,0.25,2.1660589
303,0.3,0.79956061,0,0,0,4.5,4.5,0,-0.23023394,0.1,0.3,0.34266955,0.038374068,0.38374068,0.25,2.2245485
303,0.4,0.80069575,0,0,0,4.5,4.5,0,-0.15245619,0.1,0.3,0.3,0.036789193,0.36789193,0.25,2.2270836
303,0.5,0.79221326,0,0,0,4.5,4.5,0,-0.1020844,0.1,0.3,0.3,0.031420409,0.31420409,0.25,2.2082755
303,0.6,0.8069956,0,0,0,4.5,4.5,0,-0.058696171,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.2411633
303,0.7,0.80760596,0,0,0,4.5,4.5,0,-0.03044354,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.2425323
303,0.85,0.86545408,0,0,0,4.5,4.5,0,0.006190421,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.3969444
303,1,0.80102924,0,0,0,4.5,4.5,0,0.050754267,0.05,0.2490378,0.24947208,0.015943678,0.15943678,0.25,2.4444376
303,1.5,0.6067216,0,0,0,4.5,4.5,0,0.068445503,0.05,0.1911044,0.20817696,0.009236815,0.092368151,0.25,2.1052451
303,2,0.83649615,0,0,0,4.5,4.5,0,0.074989573,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.6059659
303,2.5,0.71952951,0,0,0,4.5,4.5,0,0.053361712,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.200371
303,3,0.5570597,0,0,0,4.5,4.5,0,-0.011620674,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.7455325
303,4,0.59913458,0,0,0,4.5,4.5,0,0.021117833,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.8581508
303,5,0.75922325,0,0,0,4.5,4.5,0,0.14236263,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.4037118
303,-10,0.45134429,0.091644652,1.0238601,-0.23140075,3.5238264,-99,-0.055930585,0.029663441,0.05,0.3,0.3,0.05,0.5,0.25,2.2855297
306,0.01,-0.084392131,0.18869651,0.96894279,-0.21629544,4.03,4.5,0,-0.28098206,0.035,0.20823488,0.2,0.001498438,0.014984381,0.25,1.9900915
306,0.025,-0.30468126,0.24223026,0.95306319,-0.20874023,4.6480134,4.5,0,-0.30660951,0.02,0.23073215,0.24150554,0.001332635,0.013326352,0.25,1.9878664
306,0.05,-0.4288211,0.18247406,0.27753007,-0.015594535,5.5069086,4.5,0,-0.27516369,0.02,0.41867936,0.31181218,0.000945838,0.009458383,0.25,1.3747302
306,0.075,-0.34834672,0.14743277,-0.022001063,0.053695833,6.4199928,4.5,0,-0.25590058,0.035,0.33109896,0.31976778,0.001763416,0.017634161,0.25,1.2908015
306,0.1,0.075834618,0.05965699,-0.012189916,0.044926911,6.5775337,4.5,0,-0.31487673,0.05,0.3,0.3177356,0.005771484,0.057714844,0.25,1.3772031
306,0.125,0.28338781,0.01511333,0.021947964,0.021150862,5.8334825,4.5,0,-0.40545367,0.1,0.3,0.31765968,0.011780198,0.11780198,0.25,1.4123253
306,0.15,0.56014451,-0.032153871,0.1140845,-0.007993541,4.9705547,4.5,0,-0.44887887,0.1,0.3,0.3,0.017668795,0.17668795,0.25,1.5349005
306,0.175,0.68306603,-0.04211776,0.15784892,-0.023851659,4.565469,4.5,0,-0.443729,0.1,0.3,0.3,0.024193101,0.24193101,0.25,1.6662799
306,0.2,0.75666711,-0.042953747,0.1632577,-0.028294792,4.4921876,4.5,0,-0.41704197,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.7874246
306,0.25,0.82177254,-0.032504676,0.12433791,-0.022231,4.4935938,4.5,0,-0.34033817,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.9910656
306,0.3,0.7654711,0,0,0,4.5,4.5,0,-0.22181891,0.1,0.3,0.3,0.038374068,0.38374068,0.25,2.1499881
306,0.4,0.78500289,0,0,0,4.5,4.5,0,-0.13313318,0.1,0.3,0.3,0.036789193,0.36789193,0.25,2.1924056
306,0.5,0.82733379,0,0,0,4.5,4.5,0,-0.099502727,0.1,0.3,0.3,0.031420409,0.31420409,0.25,2.2872083
306,0.6,0.89375875,0,0,0,4.5,4.5,0,-0.084967977,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.4442972
306,0.7,0.9143237,0,0,0,4.5,4.5,0,-0.0569639,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.4950858
306,0.85,0.90908908,0,0,0,4.5,4.5,0,-0.026751767,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.4820602
306,1,0.9106404,0,0,0,4.5,4.5,0,-0.010032733,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.4859138
306,1.5,0.70567967,0,0,0,4.5,4.5,0,0.029363115,0.05,0.1911044,0.1911044,0.009236815,0.092368151,0.25,2.148473
306,2,0.91041751,0,0,0,4.5,4.5,0,0.05480327,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.7157558
306,2.5,0.64224839,0,0,0,4.5,4.5,0,0.009002113,0.05,0.15,0.15,0.003292115,0.032921148,0.25,1.9234358
306,3,0.61914455,0,0,0,4.5,4.5,0,0.011568386,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.8824303
306,4,0.78588321,0,0,0,4.5,4.5,0,0.11889258,0.05,0.15,0.15,0.001259197,0.012591967,0.25,2.4700761
306,5,0.8465782,0,0,0,4.5,4.5,0,0.20113995,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.761591
306,-10,0.88378199,0.005308462,0.7933026,-0.163673,4.1335481,-99,0.012740343,-0.049406433,0.05,0.3,0.3,0.05,0.5,0.25,2.4730453
308,0.01,-0.12729825,0.16219851,1.01375,-0.23192688,4.03,4.5,0,-0.30732396,0.035,0.2,0.2,0.001498438,0.014984381,0.25,1.7104995
308,0.025,-0.29647455,0.20782034,0.9239307,-0.20077936,4.8621875,4.5,0,-0.3194426,0.02,0.2,0.24413859,0.001332635,0.013326352,0.25,1.7408775
308,0.05,-0.58858217,0.18366808,0.19276042,0.002820406,6.0423438,4.5,0,-0.25216281,0.02,0.42719597,0.30167175,0.000945838,0.009458383,0.25,1.1775018
308,0.075,-0.66455089,0.20332556,-0.08138364,0.067120475,7.1339062,4.5,0,-0.21192568,0.035,0.27928518,0.31292706,0.001763416,0.017634161,0.25,1.1828351
308,0.1,-0.12899939,0.086195234,-0.039110404,0.050621057,7.1129688,4.5,0,-0.27740812,0.05,0.3,0.31377751,0.005771484,0.057714844,0.25,1.2509331
308,0.125,0.20170946,0.01570767,0.025752825,0.019780617,6.0476563,4.5,0,-0.38033353,0.1,0.3,0.31961655,0.011780198,0.11780198,0.25,1.3047371
308,0.15,0.51765012,-0.043445689,0.1400401,-0.01862792,5.00625,4.5,0,-0.4244686,0.1,0.3,0.3,0.017668795,0.17668795,0.25,1.4045921
308,0.175,0.6181351,-0.049192902,0.17150114,-0.031928609,4.5654688,4.5,0,-0.40931759,0.1,0.3,0.3,0.024193101,0.24193101,0.25,1.5169514
308,0.2,0.69182932,-0.053006183,0.17367894,-0.036642755,4.4921875,4.5,0,-0.37793364,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.6076721
308,0.25,0.73021666,-0.040294314,0.14471923,-0.032153233,4.4935937,4.5,0,-0.30736821,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.759847
308,0.3,0.63187494,0,0,0,4.5,4.5,0,-0.20794395,0.1,0.3,0.3,0.038374068,0.38374068,0.25,1.8811226
308,0.4,0.60125225,0,0,0,4.5,4.5,0,-0.13353123,0.1,0.3,0.3,0.036789193,0.36789193,0.25,1.8243972
308,0.5,0.62902064,0,0,0,4.5,4.5,0,-0.099444132,0.1,0.3,0.3,0.031420409,0.31420409,0.25,1.8757702
308,0.6,0.65641534,0,0,0,4.5,4.5,0,-0.082779935,0.1,0.3,0.3,0.027863097,0.27863097,0.25,1.9278677
308,0.7,0.63577094,0,0,0,4.5,4.5,0,-0.060608741,0.1,0.3,0.3,0.02739425,0.2739425,0.25,1.8884766
308,0.85,0.74039836,0,0,0,4.5,4.5,0,-0.026805776,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.0967703
308,1,0.7566935,0,0,0,4.5,4.5,0,0.028349874,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.2439408
308,1.5,0.60788665,0,0,0,4.5,4.5,0,0.070415358,0.05,0.1911044,0.21909132,0.009236815,0.092368151,0.25,2.1083883
308,2,0.69546955,0,0,0,4.5,4.5,0,0.10446563,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.3584331
308,2.5,0.71004051,0,0,0,4.5,4.5,0,0.12753908,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.4013888
308,3,0.51224942,0,0,0,4.5,4.5,0,0.088295248,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.8470134
308,4,0.52015787,0,0,0,4.5,4.5,0,0.11153655,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.8787562
308,5,0.68918583,0,0,0,4.5,4.5,0,0.22455657,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.4063621
308,-10,0.80202982,-0.019726881,0.78263783,-0.16490499,4.1544531,-99,0.057906559,-0.066416888,0.05,0.3,0.3,0.05,0.5,0.25,2.0568915
309,0.01,-0.12231482,0.16602474,0.96371274,-0.22107748,4.03,4.5,0,-0.2886868,0.035,0.2,0.2,0.001498438,0.014984381,0.25,1.7461889
309,0.025,-0.31503142,0.21132357,0.93086167,-0.20833814,4.7271652,4.5,0,-0.31196273,0.02,0.22664757,0.22684797,0.001332635,0.013326352,0.25,1.7335593
309,0.05,-0.48339451,0.16721194,0.28288575,-0.019479753,5.5413161,4.5,0,-0.27374809,0.02,0.41437256,0.31461637,0.000945838,0.009458383,0.25,1.2228741
309,0.075,-0.35902359,0.12610153,0.00843606,0.043561224,6.142618,4.5,0,-0.25421987,0.035,0.30958454,0.32724833,0.001763416,0.017634161,0.25,1.1702955
309,0.1,0.11643669,0.025740864,0.037669136,0.026605393,5.9802072,4.5,0,-0.30983802,0.05,0.3,0.3253278,0.005771484,0.057714844,0.25,1.2483243
309,0.125,0.31182084,-0.010874342,0.076127205,0.001468508,5.3141304,4.5,0,-0.38127179,0.1,0.3,0.32199115,0.011780198,0.11780198,0.25,1.3064033
309,0.15,0.5344512,-0.042058702,0.14675863,-0.022065227,4.7851384,4.5,0,-0.40038172,0.1,0.3,0.30142308,0.017668795,0.17668795,0.25,1.4365272
309,0.175,0.61131413,-0.042042687,0.15510067,-0.027880998,4.5741464,4.5,0,-0.3739882,0.1,0.3,0.3,0.024193101,0.24193101,0.25,1.5514038
309,0.2,0.65436661,-0.039643802,0.1454341,-0.027853829,4.5143411,4.5,0,-0.33585304,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.6356439
309,0.25,0.70555518,-0.030466079,0.11535946,-0.023818549,4.497286,4.5,0,-0.26954517,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.7874802
309,0.3,0.62708104,0,0,0,4.5,4.5,0,-0.17405251,0.1,0.3,0.3,0.038374068,0.38374068,0.25,1.8721285
309,0.4,0.61857209,0,0,0,4.5,4.5,0,-0.10193255,0.1,0.3,0.3,0.036789193,0.36789193,0.25,1.856272
309,0.5,0.65743938,0,0,0,4.5,4.5,0,-0.074788064,0.1,0.3,0.3,0.031420409,0.31420409,0.25,1.9298425
309,0.6,0.70425061,0,0,0,4.5,4.5,0,-0.061263474,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.0223295
309,0.7,0.70470378,0,0,0,4.5,4.5,0,-0.036594289,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.0232467
309,0.85,0.75434382,0,0,0,4.5,4.5,0,0.000459763,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.1275966
309,1,0.71653758,0,0,0,4.5,4.5,0,0.034812215,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.1870854
309,1.5,0.57148479,0,0,0,4.5,4.5,0,0.057053492,0.05,0.1911044,0.20492254,0.009236815,0.092368151,0.25,1.9863022
309,2,0.76202071,0,0,0,4.5,4.5,0,0.084895518,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.4703094
309,2.5,0.66753309,0,0,0,4.5,4.5,0,0.088341164,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.2052777
309,3,0.51961751,0,0,0,4.5,4.5,0,0.061772691,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.819281
309,4,0.58228925,0,0,0,4.5,4.5,0,0.12639007,0.05,0.15,0.15,0.001259197,0.012591967,0.25,2.049739
309,5,0.71894795,0,0,0,4.5,4.5,0,0.25392391,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.577728
309,-10,0.53462752,0.039907097,0.80056488,-0.17390936,3.806512,-99,0.024667601,-0.022099074,0.05,0.3,0.3,0.05,0.5,0.25,2.0097282
310,0.01,-0.22687978,0.17952954,0.9755103,-0.2204052,4.03,4.5,0,-0.27435342,0.035,0.2,0.2,0.001498438,0.014984381,0.25,1.6622378
310,0.025,-0.40835337,0.22536839,0.9470742,-0.20783247,4.7626097,4.5,0,-0.30298962,0.02,0.20216101,0.22778919,0.001332635,0.013326352,0.25,1.6725679
310,0.05,-0.6019968,0.18483391,0.26054123,-0.009591286,5.7933993,4.5,0,-0.25718607,0.02,0.40332972,0.31485914,0.000945838,0.009458383,0.25,1.1673711
310,0.075,-0.57978638,0.17255534,-0.041887343,0.058003796,6.8019803,4.5,0,-0.21969837,0.035,0.28958621,0.32428018,0.001763416,0.017634161,0.25,1.1350703
310,0.1,-0.090658347,0.065300234,-0.02585332,0.042395386,6.8640243,4.5,0,-0.26232147,0.05,0.3,0.31230938,0.005771484,0.057714844,0.25,1.1932501
310,0.125,0.17908033,0.005452678,0.026863423,0.015210779,5.9480785,4.5,0,-0.33874008,0.1,0.3,0.31575816,0.011780198,0.11780198,0.25,1.2230997
310,0.15,0.44228177,-0.040823761,0.1248758,-0.016271018,4.9896537,4.5,0,-0.37404656,0.1,0.3,0.30048038,0.017668795,0.17668795,0.25,1.3166848
310,0.175,0.52324162,-0.042939627,0.15042627,-0.026657806,4.5654688,4.5,0,-0.35504399,0.1,0.3,0.3,0.024193101,0.24193101,0.25,1.4154065
310,0.2,0.56257343,-0.041285685,0.14672984,-0.027896321,4.4921875,4.5,0,-0.31852807,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.4821915
310,0.25,0.61047854,-0.031152972,0.11931227,-0.024094727,4.4935937,4.5,0,-0.25405421,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.6207977
310,0.3,0.54642649,0,0,0,4.5,4.5,0,-0.1647831,0.1,0.3,0.3,0.038374068,0.38374068,0.25,1.727062
310,0.4,0.58388788,0,0,0,4.5,4.5,0,-0.097035348,0.1,0.3,0.3,0.036789193,0.36789193,0.25,1.7929926
310,0.5,0.58740703,0,0,0,4.5,4.5,0,-0.06065091,0.1,0.3,0.3,0.031420409,0.31420409,0.25,1.7993154
310,0.6,0.63766189,0,0,0,4.5,4.5,0,-0.048403322,0.1,0.3,0.3,0.027863097,0.27863097,0.25,1.8920511
310,0.7,0.68516626,0,0,0,4.5,4.5,0,-0.051374167,0.1,0.3,0.3,0.02739425,0.2739425,0.25,1.9841009
310,0.85,0.75747768,0,0,0,4.5,4.5,0,-0.034542034,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.1328893
310,1,0.69834747,0,0,0,4.5,4.5,0,0.007699009,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.0400025
310,1.5,0.71702838,0,0,0,4.5,4.5,0,0.039520829,0.05,0.2473725,0.25014719,0.009236815,0.092368151,0.25,2.2178607
310,2,0.64477735,0,0,0,4.5,4.5,0,0.088261021,0.05,0.15,0.1625724,0.00530524,0.053052399,0.25,2.2094468
310,2.5,0.75529152,0,0,0,4.5,4.5,0,0.13052577,0.05,0.15258387,0.16916188,0.003292115,0.032921148,0.25,2.5535888
310,3,0.54746337,0,0,0,4.5,4.5,0,0.086008808,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.9294081
310,4,0.50752578,0,0,0,4.5,4.5,0,0.082292439,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.8142999
310,5,0.63621972,0,0,0,4.5,4.5,0,0.18045543,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.2215913
310,-10,0.47272309,0.048805064,0.73126407,-0.15400846,3.9895907,-99,0.017319835,-0.011964535,0.05,0.3,0.3,0.05,0.5,0.25,1.9591998
311,0.01,-0.083199154,0.18526766,0.98620553,-0.21917973,4.03,4.5,0,-0.28324496,0.035,0.24127483,0.21845308,0.001498438,0.014984381,0.25,1.9646987
311,0.025,-0.3067877,0.23986139,0.99883667,-0.21891574,4.5629258,4.5,0,-0.3127549,0.02,0.25925751,0.26116233,0.001332635,0.013326352,0.25,1.9645524
311,0.05,-0.40922069,0.18186459,0.3562359,-0.03315575,5.1391135,4.5,0,-0.29164387,0.02,0.41756162,0.32648045,0.000945838,0.009458383,0.25,1.3984576
311,0.075,-0.26066457,0.12099664,0.051982212,0.040559017,5.6194472,4.5,0,-0.27857839,0.035,0.36594416,0.34451227,0.001763416,0.017634161,0.25,1.2645445
311,0.1,0.1228045,0.03576762,0.063879203,0.030007926,5.5894345,4.5,0,-0.3283076,0.05,0.31895758,0.3355633,0.005771484,0.057714844,0.25,1.3089448
311,0.125,0.26772289,0.006609916,0.080951706,0.008171573,5.1280906,4.5,0,-0.39733793,0.1,0.3,0.33017434,0.011780198,0.11780198,0.25,1.3428122
311,0.15,0.50896348,-0.027823888,0.14625663,-0.015878096,4.6979131,4.5,0,-0.4211951,0.1,0.3,0.31088832,0.017668795,0.17668795,0.25,1.4844175
311,0.175,0.63565608,-0.035997476,0.16309702,-0.025679445,4.5211613,4.5,0,-0.40600984,0.1,0.3,0.3,0.024193101,0.24193101,0.25,1.6294664
311,0.2,0.7225278,-0.037967357,0.15675478,-0.028080374,4.4921875,4.5,0,-0.37959783,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.7630756
311,0.25,0.80637769,-0.026770918,0.11982889,-0.022334613,4.4935937,4.5,0,-0.31089466,0.1,0.3,0.3,0.03588812,0.3588812,0.25,2.0072331
311,0.3,0.75181625,0,0,0,4.5,4.5,0,-0.19975506,0.1,0.3,0.3,0.038374068,0.38374068,0.25,2.1208363
311,0.4,0.80053454,0,0,0,4.5,4.5,0,-0.11383533,0.1,0.3,0.3,0.036789193,0.36789193,0.25,2.2267262
311,0.5,0.84076523,0,0,0,4.5,4.5,0,-0.081436847,0.1,0.3,0.3,0.031420409,0.31420409,0.25,2.3181378
311,0.6,0.88799085,0,0,0,4.5,4.5,0,-0.082271532,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.4302402
311,0.7,0.95546833,0,0,0,4.5,4.5,0,-0.066933503,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.5998866
311,0.85,0.88105784,0,0,0,4.5,4.5,0,-0.002695345,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.4134514
311,1,0.78236057,0,0,0,4.5,4.5,0,0.050644589,0.05,0.2490378,0.26250794,0.015943678,0.15943678,0.25,2.4071026
311,1.5,0.53666209,0,0,0,4.5,4.5,0,0.062906348,0.05,0.1911044,0.19793163,0.009236815,0.092368151,0.25,1.9410475
311,2,0.86098316,0,0,0,4.5,4.5,0,0.072501845,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.671202
311,2.5,0.67345727,0,0,0,4.5,4.5,0,0.045172061,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.0886449
311,3,0.54247318,0,0,0,4.5,4.5,0,-0.008722828,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.7202561
311,4,0.61246071,0,0,0,4.5,4.5,0,0.042439838,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.9307987
311,5,0.76725442,0,0,0,4.5,4.5,0,0.15877968,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.4838233
311,-10,0.71603057,0.031926607,0.84285932,-0.18097098,3.9265645,-99,-0.015531889,-0.023703661,0.05,0.3,0.3,0.05,0.5,0.25,2.3319997
312,0.01,0.12692366,0.17509765,1.1770546,-0.27212923,4.03,4.5,0,-0.31120819,0.035,0.30181248,0.26699997,0.001498438,0.014984381,0.25,2.3252344
312,0.025,-0.094598268,0.22971992,1.2321544,-0.28119062,4.44,4.5,0,-0.33574191,0.02,0.31654364,0.30738482,0.001332635,0.013326352,0.25,2.3301416
312,0.05,-0.31983378,0.208192,0.76876247,-0.1362934,4.5,4.5,0,-0.31166094,0.02,0.45104912,0.3712414,0.000945838,0.009458383,0.25,1.7032661
312,0.075,-0.18403933,0.13097047,0.37524213,-0.035389499,4.5,4.5,0,-0.30086683,0.035,0.44756442,0.40090107,0.001763416,0.017634161,0.25,1.4221523
312,0.1,0.23560198,0.035138227,0.28391861,-0.022058667,4.5,4.5,0,-0.36367895,0.05,0.40844122,0.39762512,0.005771484,0.057714844,0.25,1.4614626
312,0.125,0.43525608,-0.001172409,0.22209185,-0.02492819,4.5,4.5,0,-0.45256739,0.1,0.40640692,0.40877808,0.011780198,0.11780198,0.25,1.5379223
312,0.15,0.7316186,-0.045481477,0.23306434,-0.037532346,4.5,4.5,0,-0.48789164,0.1,0.38911801,0.41455955,0.017668795,0.17668795,0.25,1.7252596
312,0.175,0.86421102,-0.056202991,0.23594457,-0.045185182,4.4935938,4.5,0,-0.47269761,0.1,0.359559,0.40620223,0.024193101,0.24193101,0.25,1.8852785
312,0.2,0.92662224,-0.053668153,0.21463824,-0.043508274,4.4921875,4.5,0,-0.44416324,0.1,0.32585079,0.39648131,0.03085885,0.3085885,0.25,2.0276278
312,0.25,1.0141556,-0.039529661,0.13322999,-0.02784154,4.4935937,4.5,0,-0.37911172,0.1,0.3,0.39105068,0.03588812,0.3588812,0.25,2.345019
312,0.3,0.97808173,0,0,0,4.5,4.5,0,-0.27770337,0.1,0.3,0.38201894,0.038374068,0.38374068,0.25,2.6593287
