Zone,T,a0,a1,b0,b1,M1,M2,d,f2,f3,phiS2S_1,phi_S2S_2,Sa_low,Sa_high,Afmin,Afmax
110,0.01,-0.022699413,0.13616967,0.97579889,-0.22971077,4.03,4.5,0,-0.27949619,0.035,0.30957088,0.26483706,0.001498438,0.014984381,0.25,1.7068323
110,0.025,-0.15573461,0.16745559,0.98350447,-0.23085912,4.44,4.5,0,-0.30136609,0.02,0.31653581,0.2824779,0.001332635,0.013326352,0.25,1.6981292
110,0.05,-0.46904546,0.161468,0.77299238,-0.17144083,4.5,4.5,0,-0.29431656,0.02,0.41898895,0.36229318,0.000945838,0.009458383,0.25,1.2112796
110,0.075,-0.28673506,0.077012705,0.41517873,-0.070215065,4.5,4.5,0,-0.29672871,0.035,0.40487357,0.40598801,0.001763416,0.017634161,0.25,1.0286821
110,0.1,0.13163242,-0.000336996,0.2919241,-0.034288579,4.5,4.5,0,-0.3477687,0.05,0.36955394,0.41135232,0.005771484,0.057714844,0.25,1.1386941
110,0.125,0.34168751,-0.031307167,0.22037031,-0.030651319,4.5,4.5,0,-0.41428203,0.1,0.38137154,0.42585082,0.011780198,0.11780198,0.25,1.2376388
110,0.15,0.60495137,-0.060817258,0.22643371,-0.035871821,4.5,4.5,0,-0.44170998,0.1,0.37865448,0.40806837,0.017668795,0.17668795,0.25,1.4270482
110,0.175,0.72143353,-0.069083798,0.24064013,-0.042693476,4.4935938,4.5,0,-0.43181031,0.1,0.36252952,0.38284725,0.024193101,0.24193101,0.25,1.5500091
110,0.2,0.78958059,-0.071770744,0.23344054,-0.043539933,4.4921875,4.5,0,-0.41334933,0.1,0.33832624,0.35720323,0.03085885,0.3085885,0.25,1.6411653
110,0.25,0.84314728,-0.056925522,0.1802387,-0.035057773,4.4935937,4.5,0,-0.34705963,0.1,0.3151605,0.335697,0.03588812,0.3588812,0.25,1.8400873
110,0.3,0.68944268,0,0,0,4.5,4.5,0,-0.22202174,0.1,0.3328043,0.33401273,0.038374068,0.38374068,0.25,1.9923172
110,0.4,0.71280474,0,0,0,4.5,4.5,0,-0.13522644,0.1,0.3125853,0.3,0.036789193,0.36789193,0.25,2.0395761
110,0.5,0.73067986,0,0,0,4.5,4.5,0,-0.11547775,0.1,0.3,0.3,0.031420409,0.31420409,0.25,2.0764157
110,0.6,0.79525177,0,0,0,4.5,4.5,0,-0.09254817,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.2149547
110,0.7,0.73334561,0,0,0,4.5,4.5,0,-0.051491857,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.0820138
110,0.85,0.84094925,0,0,0,4.5,4.5,0,-0.022069032,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.318561
110,1,0.84584502,0,0,0,4.5,4.5,0,0.006878534,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.3563723
110,1.5,0.78976855,0,0,0,4.5,4.5,0,0.029708231,0.05,0.1911044,0.1911044,0.009236815,0.092368151,0.25,2.3146994
110,2,0.67175515,0,0,0,4.5,4.5,0,0.057964588,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.1324635
110,2.5,0.83564927,0,0,0,4.5,4.5,0,0.08046244,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.5655695
110,3,0.57486747,0,0,0,4.5,4.5,0,0.029362704,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.8422148
110,4,0.51561486,0,0,0,4.5,4.5,0,0.0112226,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.693277
110,5,0.67785802,0,0,0,4.5,4.5,0,0.086235083,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.1178335
110,-10,0.6057946,0.038550605,0.70745974,-0.14786971,4.0789865,4.5,-0.007609655,-0.015972809,0.05,0.3,0.3,0.05,0.5,0.25,2.1460297
303,0.01,-0.06638987,0.16840092,0.96791997,-0.2218654,4.03,4.5,0,-0.26730674,0.035,0.22266219,0.20606449,0.001498438,0.014984381,0.25,1.8643692
303,0.025,-0.23650742,0.21239837,0.95264773,-0.21476909,4.44,4.5,0,-0.28938756,0.02,0.22775196,0.22997349,0.001332635,0.013326352,0.25,1.8828373
303,0.05,-0.5437157,0.18944166,0.73289448,-0.15892022,4.5,4.5,0,-0.28663735,0.02,0.4077409,0.31401798,0.000945838,0.009458383,0.25,1.2605534
303,0.075,-0.42587027,0.12485258,0.22503284,-0.019119386,4.7435262,4.5,0,-0.28109099,0.035,0.35684618,0.3494826,0.001763416,0.017634161,0.25,1.0887521
303,0.1,-0.15730443,0.085473504,-0.029340211,0.056518312,5.3837733,4.5,0,-0.29832691,0.05,0.31407003,0.35735999,0.005771484,0.057714844,0.25,1.2120773
303,0.125,-0.073945529,0.092642098,-0.10532147,0.063583895,6.3147385,4.5,0,-0.32093792,0.1,0.30091524,0.37209001,0.011780198,0.11780198,0.25,1.3568007
303,0.15,0.19746723,0.062913308,-0.070323516,0.046383856,6.913761,4.5,0,-0.31943614,0.1,0.3,0.36138014,0.017668795,0.17668795,0.25,1.5758782
303,0.175,0.41479428,0.036104219,-0.043228727,0.035070009,6.6171076,4.5,0,-0.31344737,0.1,0.3,0.35697846,0.024193101,0.24193101,0.25,1.7548532
303,0.2,0.63842467,0.002068186,0.017273813,0.016586604,5.6847362,4.5,0,-0.32144331,0.1,0.3,0.35944722,0.03085885,0.3085885,0.25,1.9091227
303,0.25,0.80281729,-0.011782229,0.088108938,-0.010258289,4.8819522,4.5,0,-0.28460397,0.1,0.3,0.34731534,0.03588812,0.3588812,0.25,2.1262552
303,0.3,0.77487215,0,0,0,4.5,4.5,0,-0.19585333,0.1,0.3,0.32879408,0.038374068,0.38374068,0.25,2.1700366
303,0.4,0.77801704,0,0,0,4.5,4.5,0,-0.12247954,0.1,0.3,0.3,0.036789193,0.36789193,0.25,2.1770271
303,0.5,0.77939148,0,0,0,4.5,4.5,0,-0.074684024,0.1,0.3,0.3,0.031420409,0.31420409,0.25,2.1800922
303,0.6,0.7898702,0,0,0,4.5,4.5,0,-0.041074456,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.2030911
303,0.7,0.78694617,0,0,0,4.5,4.5,0,-0.016145246,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.1966709
303,0.85,0.84889052,0,0,0,4.5,4.5,0,0.019151889,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.393382
303,1,0.80680697,0,0,0,4.5,4.5,0,0.057304906,0.05,0.2490378,0.25408483,0.015943678,0.15943678,0.25,2.4573931
303,1.5,0.61947098,0,0,0,4.5,4.5,0,0.063811182,0.05,0.1911044,0.20408905,0.009236815,0.092368151,0.25,2.0745706
303,2,0.85066585,0,0,0,4.5,4.5,0,0.064121392,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.587092
303,2.5,0.72408305,0,0,0,4.5,4.5,0,0.053326721,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.2268006
303,3,0.53893395,0,0,0,4.5,4.5,0,-0.00270284,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.7141784
303,4,0.58506227,0,0,0,4.5,4.5,0,0.017800757,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.8237928
303,5,0.75841966,0,0,0,4.5,4.5,0,0.12244769,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.3315403
303,-10,0.87154501,-0.008534214,0.65419252,-0.13543789,4.4,4.5,-0.002022787,-0.046325965,0.05,0.3,0.3,0.05,0.5,0.25,2.3084148
306,0.01,-0.12262252,0.17032706,0.87524332,-0.19800572,4.03,4.5,0,-0.23878146,0.035,0.20461123,0.2,0.001498438,0.014984381,0.25,1.7764117
306,0.025,-0.31295358,0.21773558,0.86764291,-0.19506467,4.44,4.5,0,-0.26538488,0.02,0.21506242,0.2125924,0.001332635,0.013326352,0.25,1.7828526
306,0.05,-0.52185293,0.17180412,0.55929303,-0.10112151,4.5068218,4.5,0,-0.27403109,0.02,0.40525359,0.29549305,0.000945838,0.009458383,0.25,1.1986739
306,0.075,-0.20870606,0.061978696,0.20812459,-0.008817717,4.6677576,4.5,0,-0.30090576,0.035,0.35532006,0.31896903,0.001763416,0.017634161,0.25,1.0457651
306,0.1,0.2195218,-0.021902476,0.190019,-0.006400395,4.7398748,4.5,0,-0.36666924,0.05,0.3,0.31960213,0.005771484,0.057714844,0.25,1.1382077
306,0.125,0.3432721,-0.034488715,0.15750967,-0.015197911,4.6796326,4.5,0,-0.43036228,0.1,0.3,0.31717345,0.011780198,0.11780198,0.25,1.2235445
306,0.15,0.55991887,-0.057272191,0.20678567,-0.033647472,4.5965093,4.5,0,-0.44574564,0.1,0.3,0.3,0.017668795,0.17668795,0.25,1.3841514
306,0.175,0.6615413,-0.056645766,0.1949044,-0.034784539,4.6715797,4.5,0,-0.42432747,0.1,0.3,0.3,0.024193101,0.24193101,0.25,1.5361813
306,0.2,0.74415339,-0.056961453,0.15885603,-0.027831322,4.9070312,4.5,0,-0.39591316,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.666336
306,0.25,0.84880738,-0.055778022,0.13431082,-0.027280408,5.0467188,4.5,0,-0.32455441,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.8592782
306,0.3,0.72776841,0,0,0,4.5,4.5,0,-0.20359378,0.1,0.3,0.3,0.038374068,0.38374068,0.25,2.0701811
306,0.4,0.7580985,0,0,0,4.5,4.5,0,-0.11548268,0.1,0.3,0.3,0.036789193,0.36789193,0.25,2.1340998
306,0.5,0.80367629,0,0,0,4.5,4.5,0,-0.086527465,0.1,0.3,0.3,0.031420409,0.31420409,0.25,2.2336763
306,0.6,0.87757181,0,0,0,4.5,4.5,0,-0.071379728,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.4050159
306,0.7,0.89816701,0,0,0,4.5,4.5,0,-0.036471302,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.4550814
306,0.85,0.89200877,0,0,0,4.5,4.5,0,-0.004459686,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.4400249
306,1,0.90527337,0,0,0,4.5,4.5,0,-0.001025093,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.4726074
306,1.5,0.71454614,0,0,0,4.5,4.5,0,0.029044089,0.05,0.1911044,0.1911044,0.009236815,0.092368151,0.25,2.1512485
306,2,0.89287528,0,0,0,4.5,4.5,0,0.061411001,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.7054214
306,2.5,0.59835946,0,0,0,4.5,4.5,0,0.030863136,0.05,0.15,0.15,0.003292115,0.032921148,0.25,1.9020948
306,3,0.58532943,0,0,0,4.5,4.5,0,0.040349857,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.8888472
306,4,0.78204214,0,0,0,4.5,4.5,0,0.14041424,0.05,0.15,0.15,0.001259197,0.012591967,0.25,2.5404893
306,5,0.84281044,0,0,0,4.5,4.5,0,0.21629311,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.8251377
306,-10,0.86651495,0.003962793,0.68093844,-0.13185726,4.4,4.5,0.014458526,-0.051265265,0.05,0.3,0.3,0.05,0.5,0.25,2.4174024
308,0.01,-0.049897909,0.13320632,0.77299689,-0.17853398,4.03,4.5,0,-0.28013264,0.035,0.2,0.2,0.001498438,0.014984381,0.25,1.6410024
308,0.025,-0.19759901,0.17166195,0.81226799,-0.18685505,4.44,4.5,0,-0.30459635,0.02,0.2,0.2,0.001332635,0.013326352,0.25,1.6567886
308,0.05,-0.36771594,0.12896103,0.37782123,-0.055772702,4.7365431,4.5,0,-0.30589279,0.02,0.36888802,0.27943383,0.000945838,0.009458383,0.25,1.1733901
308,0.075,-0.23107204,0.081465722,0.002314226,0.044341761,5.4744827,4.5,0,-0.3029763,0.035,0.28120635,0.30987409,0.001763416,0.017634161,0.25,1.1075688
308,0.1,0.085856858,0.026572861,-0.0297888,0.047646516,6.2803519,4.5,0,-0.33432334,0.05,0.3,0.32399221,0.005771484,0.057714844,0.25,1.2144595
308,0.125,0.27144766,-0.002299642,-0.017817915,0.026993549,6.4610452,4.5,0,-0.39122961,0.1,0.3,0.3285287,0.011780198,0.11780198,0.25,1.2991982
308,0.15,0.57753125,-0.051374266,0.049346977,0.005972751,6.0259181,4.5,0,-0.41613447,0.1,0.3,0.3082619,0.017668795,0.17668795,0.25,1.4432108
308,0.175,0.69292965,-0.059921826,0.082584659,-0.007191914,5.7722363,4.5,0,-0.39494477,0.1,0.3,0.3,0.024193101,0.24193101,0.25,1.5640779
308,0.2,0.73115315,-0.053823105,0.067570209,-0.006237435,5.8734375,4.5,0,-0.35514597,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.6661374
308,0.25,0.78181059,-0.047314616,0.074218909,-0.01217581,5.7217188,4.5,0,-0.2915353,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.8001474
308,0.3,0.66278828,0,0,0,4.5,4.5,0,-0.2030294,0.1,0.3,0.3,0.038374068,0.38374068,0.25,1.939937
308,0.4,0.61271431,0,0,0,4.5,4.5,0,-0.131712,0.1,0.3,0.3,0.036789193,0.36789193,0.25,1.8453209
308,0.5,0.65701113,0,0,0,4.5,4.5,0,-0.10571087,0.1,0.3,0.3,0.031420409,0.31420409,0.25,1.9289533
308,0.6,0.68951908,0,0,0,4.5,4.5,0,-0.094127906,0.1,0.3,0.3,0.027863097,0.27863097,0.25,1.9927168
308,0.7,0.65895466,0,0,0,4.5,4.5,0,-0.067958002,0.1,0.3,0.3,0.02739425,0.2739425,0.25,1.9327451
308,0.85,0.76340713,0,0,0,4.5,4.5,0,-0.029629352,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.1455668
308,1,0.78879718,0,0,0,4.5,4.5,0,0.024907803,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.2975229
308,1.5,0.6362454,0,0,0,4.5,4.5,0,0.05921031,0.05,0.1911044,0.21115434,0.009236815,0.092368151,0.25,2.0978958
308,2,0.73538991,0,0,0,4.5,4.5,0,0.080388196,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.366222
308,2.5,0.75576952,0,0,0,4.5,4.5,0,0.096733739,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.4423873
308,3,0.52351793,0,0,0,4.5,4.5,0,0.06059224,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.8213145
308,4,0.52737666,0,0,0,4.5,4.5,0,0.081627374,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.8391944
308,5,0.70987745,0,0,0,4.5,4.5,0,0.18595618,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.3762002
308,-10,0.50076982,0.042658134,0.67759411,-0.14290606,3.8999984,4.5,0.022551391,-0.017042151,0.05,0.3,0.3,0.05,0.5,0.25,1.9648288
309,0.01,-0.016439839,0.13071729,0.7779088,-0.18171736,4.03,4.5,0,-0.27030495,0.035,0.2,0.2,0.001498438,0.014984381,0.25,1.6796598
309,0.025,-0.19300318,0.17628538,0.7936643,-0.18404633,4.44,4.5,0,-0.28877957,0.02,0.2,0.2,0.001332635,0.013326352,0.25,1.6962937
309,0.05,-0.47296724,0.16485684,0.34186354,-0.056329776,4.8996317,4.5,0,-0.27166604,0.02,0.35012008,0.3092112,0.000945838,0.009458383,0.25,1.2234592
309,0.075,-0.43009551,0.14514347,-0.069018718,0.05723483,5.8822042,4.5,0,-0.24389794,0.035,0.28990492,0.34188158,0.001763416,0.017634161,0.25,1.1781401
309,0.1,-0.13113326,0.091968338,-0.098077042,0.055835253,6.8239807,4.5,0,-0.25494491,0.05,0.3,0.34370042,0.005771484,0.057714844,0.25,1.2778529
309,0.125,0.10970519,0.047854165,-0.063618902,0.034593539,6.8237667,4.5,0,-0.30456429,0.1,0.3,0.33949247,0.011780198,0.11780198,0.25,1.3572023
309,0.15,0.46589942,-0.017034405,0.011145253,0.015159346,5.8913504,4.5,0,-0.34671843,0.1,0.3,0.31946529,0.017668795,0.17668795,0.25,1.4857426
309,0.175,0.62802834,-0.041072734,0.092602759,-0.010177467,4.9584803,4.5,0,-0.35409487,0.1,0.3,0.30477555,0.024193101,0.24193101,0.25,1.5834621
309,0.2,0.69664383,-0.046058539,0.13712295,-0.025206345,4.5585938,4.5,0,-0.3327486,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.6616586
309,0.25,0.747887,-0.036584215,0.12286029,-0.025970731,4.4935937,4.5,0,-0.27267665,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.8183061
309,0.3,0.65673573,0,0,0,4.5,4.5,0,-0.18118923,0.1,0.3,0.3,0.038374068,0.38374068,0.25,1.9282599
309,0.4,0.6441839,0,0,0,4.5,4.5,0,-0.11454457,0.1,0.3,0.3,0.036789193,0.36789193,0.25,1.9043365
309,0.5,0.68257439,0,0,0,4.5,4.5,0,-0.091047811,0.1,0.3,0.3,0.031420409,0.31420409,0.25,1.978909
309,0.6,0.72554716,0,0,0,4.5,4.5,0,-0.076587136,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.0658273
309,0.7,0.71569335,0,0,0,4.5,4.5,0,-0.052947636,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.045584
309,0.85,0.77477026,0,0,0,4.5,4.5,0,-0.019766565,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.1700887
309,1,0.74437624,0,0,0,4.5,4.5,0,0.01654036,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.1681787
309,1.5,0.60186994,0,0,0,4.5,4.5,0,0.037564582,0.05,0.1911044,0.1911044,0.009236815,0.092368151,0.25,1.9512712
309,2,0.79529374,0,0,0,4.5,4.5,0,0.057249484,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.436928
309,2.5,0.692771,0,0,0,4.5,4.5,0,0.064535136,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.1946497
309,3,0.52506331,0,0,0,4.5,4.5,0,0.043875959,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.7862629
309,4,0.59317172,0,0,0,4.5,4.5,0,0.093639057,0.05,0.15,0.15,0.001259197,0.012591967,0.25,2.0005319
309,5,0.74002166,0,0,0,4.5,4.5,0,0.20124399,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.5146881
309,-10,0.52271688,0.045426367,0.62694625,-0.12946855,3.9793128,4.5,0.00697823,-0.012632923,0.05,0.3,0.3,0.05,0.5,0.25,2.031342
310,0.01,-0.10470056,0.14187667,0.74976965,-0.17194436,4.03,4.5,0,-0.25224563,0.035,0.2,0.2,0.001498438,0.014984381,0.25,1.609675
310,0.025,-0.28345428,0.18815028,0.78624276,-0.18031779,4.44,4.5,0,-0.27613368,0.02,0.2,0.2,0.001332635,0.013326352,0.25,1.6267559
310,0.05,-0.51497762,0.16330813,0.37308002,-0.061998656,4.8210224,4.5,0,-0.2708567,0.02,0.33617459,0.30391726,0.000945838,0.009458383,0.25,1.1657118
310,0.075,-0.33257966,0.10543082,-0.009495512,0.043302167,5.4462314,4.5,0,-0.26210914,0.035,0.28271586,0.33621455,0.001763416,0.017634161,0.25,1.1038875
310,0.1,0.077172999,0.025693942,-0.017903659,0.039838936,5.776278,4.5,0,-0.2947358,0.05,0.3,0.332313,0.005771484,0.057714844,0.25,1.1997347
310,0.125,0.28814637,-0.015433831,0.030242398,0.012397976,5.4567677,4.5,0,-0.35286022,0.1,0.3,0.33579322,0.011780198,0.11780198,0.25,1.25196
310,0.15,0.51526072,-0.049595546,0.12087756,-0.015316867,4.8797071,4.5,0,-0.3741689,0.1,0.3,0.31881645,0.017668795,0.17668795,0.25,1.3660733
310,0.175,0.58537812,-0.048978177,0.15532484,-0.027811707,4.5574512,4.5,0,-0.35068681,0.1,0.3,0.303252,0.024193101,0.24193101,0.25,1.4690239
310,0.2,0.61343975,-0.043644531,0.15136169,-0.029041187,4.4921875,4.5,0,-0.31245925,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.5442079
310,0.25,0.64109986,-0.028665738,0.11495875,-0.022479725,4.4935937,4.5,0,-0.24889412,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.6880197
310,0.3,0.58095065,0,0,0,4.5,4.5,0,-0.16411899,0.1,0.3,0.3,0.038374068,0.38374068,0.25,1.7875465
310,0.4,0.60726042,0,0,0,4.5,4.5,0,-0.10092624,0.1,0.3,0.3,0.036789193,0.36789193,0.25,1.835315
310,0.5,0.62213413,0,0,0,4.5,4.5,0,-0.069632566,0.1,0.3,0.3,0.031420409,0.31420409,0.25,1.8628586
310,0.6,0.66194871,0,0,0,4.5,4.5,0,-0.062602875,0.1,0.3,0.3,0.027863097,0.27863097,0.25,1.9385404
310,0.7,0.70906247,0,0,0,4.5,4.5,0,-0.074272177,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.0320566
310,0.85,0.77496908,0,0,0,4.5,4.5,0,-0.059618536,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.1705105
310,1,0.71854277,0,0,0,4.5,4.5,0,-0.006560637,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.0514396
310,1.5,0.73721201,0,0,0,4.5,4.5,0,0.029597824,0.05,0.22404367,0.22260629,0.009236815,0.092368151,0.25,2.202727
310,2,0.65969231,0,0,0,4.5,4.5,0,0.068489099,0.05,0.15,0.16421874,0.00530524,0.053052399,0.25,2.1681518
310,2.5,0.80490159,0,0,0,4.5,4.5,0,0.11037069,0.05,0.1523377,0.16680048,0.003292115,0.032921148,0.25,2.6231715
310,3,0.56986449,0,0,0,4.5,4.5,0,0.076859717,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.9443348
310,4,0.5082513,0,0,0,4.5,4.5,0,0.064917823,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.7820179
310,5,0.64351967,0,0,0,4.5,4.5,0,0.14329235,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.166689
310,-10,0.60760994,0.022713725,0.55166494,-0.10669554,4.300038,4.5,0.029363583,-0.030900753,0.05,0.3,0.3,0.05,0.5,0.25,2.0149206
311,0.01,-0.14458031,0.17647596,0.84927902,-0.18827269,4.03,4.5,0,-0.23523936,0.035,0.22790007,0.21006161,0.001498438,0.014984381,0.25,1.7821574
311,0.025,-0.32766714,0.2221818,0.84888227,-0.18735629,4.44,4.5,0,-0.26535911,0.02,0.23431573,0.23134934,0.001332635,0.013326352,0.25,1.7891198
311,0.05,-0.55846922,0.18544742,0.46308118,-0.076391126,4.6941548,4.5,0,-0.26568346,0.02,0.41552647,0.30934801,0.000945838,0.009458383,0.25,1.2220044
311,0.075,-0.40803107,0.12076673,0.039580459,0.039510473,5.2436824,4.5,0,-0.26016847,0.035,0.37449423,0.34553393,0.001763416,0.017634161,0.25,1.0900014
311,0.1,-0.088504801,0.061027492,-0.024366752,0.053870179,5.7229592,4.5,0,-0.28846829,0.05,0.31037006,0.34673507,0.005771484,0.057714844,0.25,1.174798
311,0.125,0.085963276,0.032401643,-0.020319153,0.036736332,5.7084991,4.5,0,-0.3400362,0.1,0.3,0.34127207,0.011780198,0.11780198,0.25,1.2440734
311,0.15,0.39477971,-0.014844968,0.055446478,0.011076636,5.3219882,4.5,0,-0.37043087,0.1,0.3,0.32048178,0.017668795,0.17668795,0.25,1.3961841
311,0.175,0.55282836,-0.028508792,0.092520405,-0.003705775,5.0547667,4.5,0,-0.36607639,0.1,0.3,0.30481248,0.024193101,0.24193101,0.25,1.5462712
311,0.2,0.65672391,-0.033548777,0.096124049,-0.008887125,4.9743705,4.5,0,-0.34575608,0.1,0.3,0.3,0.03085885,0.3085885,0.25,1.6805245
311,0.25,0.77466615,-0.030428093,0.094139429,-0.015219759,4.8321755,4.5,0,-0.28841431,0.1,0.3,0.3,0.03588812,0.3588812,0.25,1.9153084
311,0.3,0.7211181,0,0,0,4.5,4.5,0,-0.18846258,0.1,0.3,0.3,0.038374068,0.38374068,0.25,2.0564797
311,0.4,0.77931097,0,0,0,4.5,4.5,0,-0.10727485,0.1,0.3,0.3,0.036789193,0.36789193,0.25,2.1798671
311,0.5,0.82372592,0,0,0,4.5,4.5,0,-0.073525815,0.1,0.3,0.3,0.031420409,0.31420409,0.25,2.2789225
311,0.6,0.86962767,0,0,0,4.5,4.5,0,-0.072772297,0.1,0.3,0.3,0.027863097,0.27863097,0.25,2.3859851
311,0.7,0.94315414,0,0,0,4.5,4.5,0,-0.062918026,0.1,0.3,0.3,0.02739425,0.2739425,0.25,2.5680381
311,0.85,0.88260525,0,0,0,4.5,4.5,0,-0.00698555,0.1,0.27225873,0.27225873,0.023499381,0.23499381,0.25,2.417187
311,1,0.7837534,0,0,0,4.5,4.5,0,0.041675069,0.05,0.2490378,0.2490378,0.015943678,0.15943678,0.25,2.3586986
311,1.5,0.55654123,0,0,0,4.5,4.5,0,0.050449526,0.05,0.1911044,0.1911044,0.009236815,0.092368151,0.25,1.9078949
311,2,0.88154023,0,0,0,4.5,4.5,0,0.058585429,0.05,0.15,0.15,0.00530524,0.053052399,0.25,2.6623573
311,2.5,0.66858029,0,0,0,4.5,4.5,0,0.040597871,0.05,0.15,0.15,0.003292115,0.032921148,0.25,2.0693676
311,3,0.52255114,0,0,0,4.5,4.5,0,0.001300867,0.05,0.15,0.15,0.002011328,0.020113282,0.25,1.6890794
311,4,0.60787507,0,0,0,4.5,4.5,0,0.054043816,0.05,0.15,0.15,0.001259197,0.012591967,0.25,1.9459094
311,5,0.77290963,0,0,0,4.5,4.5,0,0.1634086,0.05,0.15,0.15,0.000875972,0.008759719,0.25,2.5112873
311,-10,0.52645006,0.067103307,0.82941815,-0.16935047,3.8449469,4.5,-0.014056388,-0.004471256,0.05,0.3,0.3,0.05,0.5,0.25,2.2281911
312,0.01,-0.020175202,0.1811568,1.070618,-0.24032335,4.03,4.5,0,-0.25632832,0.035,0.26849231,0.24637246,0.001498438,0.014984381,0.25,2.0572362
312,0.025,-0.1694487,0.2176116,1.0528986,-0.23435174,4.44,4.5,0,-0.28428516,0.02,0.2786293,0.26146894,0.001332635,0.013326352,0.25,2.0568441
312,0.05,-0.48065983,0.1982145,0.84006732,-0.16761976,4.5,4.5,0,-0.28405926,0.02,0.45997525,0.31717542,0.000945838,0.009458383,0.25,1.3916772
312,0.075,-0.32571881,0.11197343,0.44366284,-0.052074924,4.5,4.5,0,-0.29642382,0.035,0.44734806,0.38408124,0.001763416,0.017634161,0.25,1.1415703
312,0.1,0.13984594,0.010468455,0.37131678,-0.038187388,4.5,4.5,0,-0.36693447,0.05,0.36928776,0.39411599,0.005771484,0.057714844,0.25,1.1999573
312,0.125,0.34846695,-0.025740209,0.27521715,-0.031918254,4.5,4.5,0,-0.4467632,0.1,0.3728406,0.40624406,0.011780198,0.11780198,0.25,1.2747515
312,0.15,0.64859106,-0.05950572,0.28955579,-0.041580499,4.5,4.5,0,-0.47434917,0.1,0.35584107,0.40815457,0.017668795,0.17668795,0.25,1.4986663
312,0.175,0.81150652,-0.074091034,0.29336191,-0.050915059,4.4935938,4.5,0,-0.46574098,0.1,0.32476987,0.39820713,0.024193101,0.24193101,0.25,1.6615893
312,0.2,0.89266061,-0.074629398,0.25343294,-0.045948935,4.4921875,4.5,0,-0.44465657,0.1,0.3,0.38322197,0.03085885,0.3085885,0.25,1.798112
312,0.25,0.96729854,-0.046358447,0.18460816,-0.03382063,4.4935937,4.5,0,-0.37428957,0.1,0.3,0.35442567,0.03588812,0.3588812,0.25,2.1753771
312,0.3,0.9042926,0,0,0,4.5,4.5,0,-0.26145815,0.1,0.3,0.35489033,0.038374068,0.38374068,0.25,2.469744
312,0.4,1.0026109,0,0,0,4.5,4.5,0,-0.18516188,0.1,0.3,0.35343491,0.036789193,0.36789193,0.25,2.7251472
