Zone,T,a0,a1,b0,b1,a2,b2,a3,Ma,Mb,Mref2,Rref,f2,f3,s1,s2,xl,xh,AFmin,AFmax
1001,0.85,1.180903877,0,0.003279307,0.000184805,0,0.000249424,-3.31E-05,4.5,5.6,3.2,10.25,-0.07594137,0.059934885,0.328291266,0.393460091,0.017980466,0.059934885,0.25,3.261770891
1001,1,1.061683466,0,-0.002284285,0.000469929,0,0.00036377,-3.69E-05,4.5,5.6,3.2,10.25,0.045270836,0.052205474,0.316521,0.369826673,0.015661642,0.052205474,0.25,3.111507893
1002,0.01,0.96248327,0.057943305,0.792537295,-0.177306947,0.020203513,-0.138529725,-0.041222169,6.5,5.3,3.2,10.25,-0.256762517,0.051024456,0.243091011,0.27048284,0.010954962,0.051024456,0.25,1.767189199
1002,0.1,0.568743066,0.07136031,0.169180144,-0.026001633,0.017308454,-0.042995275,-0.000707656,4.5,5.6,3.2,10.25,-0.829050507,0.127017303,0.369012091,0.435770804,0.007932466,0.127017303,0.25,1.946348563
1002,0.2,0.993103091,0.024380758,0.099253603,-0.016996216,-0.000386734,-0.014762439,0.001110558,4.5,5.6,3.2,10.25,-0.693750942,0.117879076,0.392044152,0.463018981,0.009400921,0.117879076,0.25,2.741167422
1002,0.3,1.121080798,0.020399335,0.067664055,-0.01210515,-0.00060334,-0.00889345,0.000991827,4.5,5.6,3.2,10.25,-0.514449695,0.098912198,0.386853665,0.467838092,0.010598443,0.098912198,0.25,3.167755284
1002,0.4,1.217710267,0.009681894,0.043805522,-0.007114931,-0.00065288,-0.004322838,0.000529674,4.5,5.6,3.2,10.25,-0.37045251,0.080309483,0.371849338,0.453784432,0.013721244,0.080309483,0.25,3.42534342
1002,0.5,1.261056846,0.004001329,0.026091006,-0.00358199,-0.001434241,-0.001857136,0.000193174,4.5,5.6,3.2,10.25,-0.260991577,0.073012014,0.361007128,0.436859136,0.021903604,0.073012014,0.25,3.534325856
1002,0.6,1.237905991,0,0.013362648,-0.001472312,0,-0.000617741,3.48E-05,4.5,5.6,3.2,10.25,-0.173307094,0.072851607,0.355377296,0.420481701,0.021855482,0.072851607,0.25,3.436205243
1002,0.7,1.191729804,0,0.004408866,-0.000391101,0,-5.01E-05,-2.57E-05,4.5,5.6,3.2,10.25,-0.084768374,0.070622033,0.353724657,0.406294599,0.02118661,0.070622033,0.25,3.291623086
1002,0.85,1.123138197,0,-0.004217477,0.000212159,0,0.000214105,-4.34E-05,4.5,5.6,3.2,10.25,0.009514086,0.054828907,0.345396594,0.388289075,0.016448672,0.054828907,0.25,3.12508653
1002,1,1.023320239,0,-0.00900842,0.00031829,0,0.000221962,-3.46E-05,4.5,5.6,3.2,10.25,0.059086448,0.039179529,0.328138529,0.369474339,0.011753859,0.039179529,0.25,3.100461409
1004,0.01,1.005609498,0.02132417,0.866908706,-0.183796716,0.036110087,-0.146615221,-0.055933113,6.5,5.2,3.2,10.25,-0.323526728,0.052863579,0.227694104,0.308683647,0.008664025,0.052863579,0.25,1.651495409
1004,0.1,0.473186459,0.046214123,0.280754876,-0.054875972,0.021603283,-0.054578603,-0.002480264,4.5,4.9,3.2,10.25,-0.937020434,0.132136037,0.363485087,0.478096461,0.007189648,0.132136037,0.25,1.761225549
1004,0.2,0.718406045,0.02268253,0.200867353,-0.039588305,-0.000930055,-0.009298032,0.000347091,4.5,4.9,3.2,10.25,-0.905671499,0.142356267,0.399672559,0.495506062,0.008498124,0.142356267,0.25,2.186117416
1004,0.3,0.819498107,0.019717615,0.155978637,-0.031785566,-0.004068686,0.00206719,0.000100797,4.5,4.9,3.2,10.25,-0.689374393,0.12043406,0.385356286,0.519729027,0.008848893,0.12043406,0.25,2.443836976
1004,0.4,1.084885445,0.012385158,0.114940955,-0.019532305,0.000132078,0.003726956,0.000216554,4.5,4.9,3.2,10.25,-0.645065946,0.074620867,0.369974694,0.531995161,0.005456903,0.074620867,0.25,3.149009844
1004,0.5,1.284513742,0.006261317,0.080094189,-0.009918685,0.000317447,0.00254606,0.000154597,4.5,4.9,3.2,10.25,-0.504895737,0.044421839,0.351641803,0.52279005,0.0050396,0.044421839,0.25,3.738362926
1004,0.6,1.382407989,0,0.053286456,-0.004086132,0,0.001333718,7.87E-05,4.5,4.9,3.2,10.25,-0.384107295,0.029072103,0.341718037,0.502165894,0.004764687,0.029072103,0.25,3.999757581
1004,0.7,1.393727088,0,0.033976967,-0.00109266,0,0.00057915,3.28E-05,4.5,4.9,3.2,10.25,-0.271409851,0.02247215,0.341006865,0.480721069,0.005798531,0.02247215,0.25,4.036229352
1004,0.85,1.256605606,0,0.015371783,0.000580873,0,5.46E-05,1.67E-06,4.5,4.9,3.2,10.25,-0.115320687,0.019603605,0.341230898,0.442066723,0.005881082,0.019603605,0.25,3.513816473
1004,1,1.104137233,0,0.004384934,0.000877748,0,-0.000113923,-7.81E-06,4.5,4.9,3.2,10.25,-0.010439635,0.019076534,0.330115066,0.406132293,0.00572296,0.019076534,0.25,3.015556415
1007,0.01,1.138012372,0.02347364,0.85791471,-0.184152663,0.03606337,-0.148048723,-0.047300977,6.5,5.2,3.2,10.25,-0.321234931,0.033587909,0.240378039,0.304720461,0.005798502,0.033587909,0.25,1.925320323
1007,0.1,0.619701065,0.060504634,0.229031046,-0.034598912,0.021575827,-0.070354257,0.002156852,4.5,5.1,3.2,10.25,-0.813364177,0.075250535,0.350511182,0.452681646,0.004844249,0.075250535,0.25,1.984393879
1007,0.2,0.954242241,0.034229208,0.170619729,-0.024784553,-0.000676481,-0.032642401,0.000793081,4.5,5.1,3.2,10.25,-0.784122413,0.079629345,0.397410486,0.482259094,0.005561801,0.079629345,0.25,2.653453532
1007,0.3,1.027253171,0.021830917,0.13361442,-0.020877004,0.005748885,-0.018777195,0.002923406,4.5,5.1,3.2,10.25,-0.645737242,0.070595645,0.407439644,0.516547983,0.005660251,0.070595645,0.25,2.924022087
1007,0.4,1.265166624,0.014489479,0.100333466,-0.014328589,4.52E-05,-0.012582318,0.003140086,4.5,5.1,3.2,10.25,-0.613898335,0.047336042,0.396479189,0.533454787,0.003896881,0.047336042,0.25,3.617576951
1007,0.5,1.422140415,0.008163907,0.072335223,-0.008121043,-0.001847277,-0.007712222,0.002126226,4.5,5.1,3.2,10.25,-0.514751877,0.032028093,0.383836935,0.525042711,0.003625241,0.032028093,0.25,4.163351216
1007,0.6,1.46198433,0,0.049982657,-0.003800341,0,-0.003948775,0.001141189,4.5,5.1,3.2,10.25,-0.393321989,0.025587489,0.377822544,0.506873309,0.004402281,0.025587489,0.25,4.263058179
1007,0.7,1.43207483,0,0.032834823,-0.001371491,0,-0.001658699,0.000512376,4.5,5.1,3.2,10.25,-0.286588638,0.024224246,0.376167858,0.489581656,0.006907659,0.024224246,0.25,4.166386305
1007,0.85,1.359460995,0,0.014467573,0.000150424,0,-0.000100076,6.52E-05,4.5,5.1,3.2,10.25,-0.16611123,0.025497052,0.366311042,0.452843114,0.007649116,0.025497052,0.25,3.892966929
1007,1,1.277356076,0,0.001327417,0.000540822,0,0.000380734,-8.44E-05,4.5,5.1,3.2,10.25,-0.067939994,0.026326537,0.347234958,0.419056081,0.007897961,0.026326537,0.25,3.591327051
1008,0.01,1.1535932,0.015742922,0.852070494,-0.192330036,0.032713945,-0.147827788,-0.047169249,6.5,5.2,3.2,10.25,-0.257531058,0.040214689,0.242752292,0.276448131,0.008883741,0.040214689,0.25,1.877158784
1008,0.1,0.654433001,0.055417463,0.223629697,-0.036921761,0.019901481,-0.0661725,-0.002427588,4.5,5.1,3.2,10.25,-0.749689201,0.100447885,0.373790056,0.434935564,0.007162443,0.100447885,0.25,2.01189464
1008,0.2,1.045759336,0.021568545,0.162205432,-0.032828895,-0.002445568,-0.021327759,-0.00154383,4.5,5.1,3.2,10.25,-0.653124956,0.091120866,0.390308506,0.469861515,0.007379018,0.091120866,0.25,2.845701563
1008,0.3,1.218815515,0.020682163,0.111574983,-0.023248764,-0.007331005,-0.014612276,-0.000354606,4.5,5.1,3.2,10.25,-0.444927112,0.06144969,0.386330031,0.473637287,0.00760625,0.06144969,0.25,3.410495009
1008,0.4,1.317384189,0.008803657,0.066779807,-0.013151691,-0.003555006,-0.009451118,0.000112384,4.5,5.1,3.2,10.25,-0.310593182,0.041821019,0.386976717,0.45812027,0.009159434,0.041821019,0.25,3.699795372
1008,0.5,1.345048437,0.003193989,0.033575521,-0.00620762,-0.001055914,-0.00507507,0.000171265,4.5,5.1,3.2,10.25,-0.206081978,0.03250393,0.382180674,0.441939629,0.009751179,0.03250393,0.25,3.806691287
1008,0.6,1.297352356,0,0.011263072,-0.002311229,0,-0.00223671,0.000124715,4.5,5.1,3.2,10.25,-0.117084246,0.027738447,0.374565739,0.432916153,0.008321534,0.027738447,0.25,3.63090783
1008,0.7,1.220937623,0,-0.003064205,-0.000425807,0,-0.000712138,7.57E-05,4.5,5.1,3.2,10.25,-0.045203914,0.024406224,0.366014193,0.424135329,0.007321867,0.024406224,0.25,3.382135813
1008,0.85,1.12989187,0,-0.014930073,0.000539495,0,0.000192843,2.87E-05,4.5,5.1,3.2,10.25,0.022030923,0.021464234,0.345353008,0.406515103,0.00643927,0.021464234,0.25,3.265849538
1008,1,1.02574539,0,-0.01997334,0.000645574,0,0.000392032,6.02E-06,4.5,5.1,3.2,10.25,0.058459251,0.020150203,0.319729746,0.385658863,0.006045061,0.020150203,0.25,3.212613081
1009,0.01,1.040344608,0.018602299,0.886747616,-0.191847457,0.034314993,-0.150980657,-0.048284023,6.5,5.2,3.2,10.25,-0.275415689,0.041186188,0.237896712,0.296004488,0.008165054,0.041186188,0.25,1.679106076
1009,0.1,0.394523207,0.08380712,0.218946878,-0.033344695,0.019492428,-0.049948127,-0.001705697,4.5,5.7,3.2,10.25,-0.789205967,0.09951957,0.371245108,0.464446638,0.00651506,0.09951957,0.25,1.621634345
1009,0.2,0.895027081,0.032247429,0.136710048,-0.024733287,-0.008094695,-0.016803223,0.001446443,4.5,5.7,3.2,10.25,-0.734747338,0.084529643,0.371554307,0.479567931,0.006286848,0.084529643,0.25,2.45664148
1009,0.3,0.971669466,0.023207548,0.101648097,-0.018470219,0.000315684,-0.0094057,0.000684992,4.5,5.7,3.2,10.25,-0.532566076,0.068540949,0.379552169,0.487029051,0.00676887,0.068540949,0.25,2.744923382
1009,0.4,1.154581118,0.01365691,0.071959832,-0.011465943,6.40E-05,-0.005669019,0.000399322,4.5,5.7,3.2,10.25,-0.441319015,0.047755674,0.368438249,0.482407949,0.005741274,0.047755674,0.25,3.240347377
1009,0.5,1.276547528,0.005121516,0.046652591,-0.006050451,-0.001498403,-0.003016295,0.000269004,4.5,5.7,3.2,10.25,-0.341128894,0.032879552,0.357785246,0.467653991,0.005949304,0.032879552,0.25,3.575888293
1009,0.6,1.318303197,0,0.027148922,-0.002627868,0,-0.001331371,0.000153768,4.5,5.7,3.2,10.25,-0.256981334,0.02462611,0.355274628,0.452077667,0.006594658,0.02462611,0.25,3.706382563
1009,0.7,1.308642366,0,0.013030495,-0.000808407,0,-0.000425361,7.47E-05,4.5,5.7,3.2,10.25,-0.181624967,0.020706023,0.357765458,0.432199632,0.006211807,0.020706023,0.25,3.691308239
1009,0.85,1.260382575,0,-0.000587871,0.000257588,0,0.000113173,1.50E-05,4.5,5.7,3.2,10.25,-0.087061332,0.018759661,0.355354726,0.406020081,0.005627898,0.018759661,0.25,3.529170729
1009,1,1.169203916,0,-0.008248644,0.000482518,0,0.000232211,-7.01E-06,4.5,5.7,3.2,10.25,-0.017198142,0.01859439,0.344147548,0.384707927,0.005578317,0.01859439,0.25,3.224041751
1010,0.01,1.053556794,0.021413872,0.83914001,-0.190397425,0.040205372,-0.146193996,-0.035807987,6.5,5.1,3.2,10.25,-0.241053716,0.044295531,0.237103884,0.251851446,0.010220266,0.044295531,0.25,1.935027677
1010,0.1,0.475061576,0.087149484,0.162402929,-0.022919251,0.013431526,-0.047138417,-0.001383267,4.5,5.6,3.2,10.25,-0.679569041,0.102212248,0.329550765,0.390370222,0.007831981,0.102212248,0.25,1.821462198
1010,0.2,1.059335606,0.043845683,0.133101798,-0.023023678,-0.011466774,-0.023100071,-0.00132184,4.5,5.6,3.2,10.25,-0.563599418,0.070519653,0.384164111,0.443073156,0.006506307,0.070519653,0.25,2.907527735
1010,0.3,1.222560711,0.019489784,0.100137578,-0.018529685,0.003532008,-0.016001959,-0.002713996,4.5,5.6,3.2,10.25,-0.450389415,0.062823264,0.387994772,0.454013413,0.007960919,0.062823264,0.25,3.374465042
1010,0.4,1.300888233,0.010209795,0.064087093,-0.011094156,0.007598212,-0.00760465,-0.002019119,4.5,5.6,3.2,10.25,-0.381229873,0.06498328,0.35912965,0.428465739,0.0109438,0.06498328,0.25,3.739481842
1010,0.5,1.296787612,0.006783015,0.036187567,-0.005083188,0.003334702,-0.002730572,-0.000918201,4.5,5.6,3.2,10.25,-0.227554172,0.070179394,0.340237628,0.405390024,0.021053818,0.070179394,0.25,3.734383161
1010,0.6,1.256506029,0,0.016258669,-0.001728471,0,-0.000507639,-0.000287382,4.5,5.6,3.2,10.25,-0.058284358,0.06898118,0.32698126,0.391537976,0.020694354,0.06898118,0.25,3.501082673
1010,0.7,1.212901526,0,0.003277861,-0.000176598,0,0.000346435,-5.85E-06,4.5,5.6,3.2,10.25,-0.010969065,0.057719215,0.317118572,0.377048477,0.017315765,0.057719215,0.25,3.369900169
1010,0.85,1.133803926,0,-0.007586645,0.000559113,0,0.000601266,0.000118757,4.5,5.6,3.2,10.25,0.058008409,0.040054139,0.298603789,0.360070146,0.012016242,0.040054139,0.25,3.457910675
1010,1,1.041549844,0,-0.013180417,0.000592813,0,0.000483027,0.000116797,4.5,5.6,3.2,10.25,0.100998176,0.028574604,0.278396591,0.343794165,0.008572381,0.028574604,0.25,3.506980669
1011,0.01,0.790858121,0.065002595,0.780160392,-0.169594617,0.020984547,-0.133840789,-0.043102642,6.5,5.3,3.2,10.25,-0.279120653,0.053623354,0.249244407,0.298196257,0.010096883,0.053623354,0.25,1.562086343
1011,0.1,0.435061441,0.056264583,0.182699402,-0.028012438,0.020113502,-0.045711574,-0.000177027,4.5,5.2,3.2,10.25,-0.868671895,0.137757001,0.398062572,0.469263247,0.008115081,0.137757001,0.25,1.72438089
1011,0.2,0.795574957,0.023237886,0.134653854,-0.023396688,-0.003386709,-0.015211155,-0.000786831,4.5,5.2,3.2,10.25,-0.735013342,0.123712181,0.400839737,0.487600296,0.00894822,0.123712181,0.25,2.264726195
1011,0.3,0.882847556,0.018542897,0.110316523,-0.019472734,-0.001162008,-0.010436292,-0.001206738,4.5,5.2,3.2,10.25,-0.517994088,0.08877247,0.38860665,0.489558585,0.008339518,0.08877247,0.25,2.486028707
1011,0.4,1.052892763,0.009778113,0.082716458,-0.012805954,-0.000592325,-0.006576582,-0.000942415,4.5,5.2,3.2,10.25,-0.397110467,0.053976903,0.363038664,0.470677305,0.007115153,0.053976903,0.25,2.893927174
1011,0.5,1.168792498,0.004913415,0.05848464,-0.006988314,0.000187851,-0.003461183,-0.000549857,4.5,5.2,3.2,10.25,-0.285864679,0.033991174,0.346237528,0.444605052,0.007548485,0.033991174,0.25,3.235981742
1011,0.6,1.205200039,0,0.040101034,-0.003144089,0,-0.001487381,-0.000261118,4.5,5.2,3.2,10.25,-0.205273434,0.024821824,0.338557194,0.41540772,0.007446547,0.024821824,0.25,3.315359332
1011,0.7,1.197873499,0,0.027054814,-0.001047887,0,-0.000445779,-9.69E-05,4.5,5.2,3.2,10.25,-0.136922214,0.021580638,0.337434252,0.394685155,0.006474191,0.021580638,0.25,3.306196602
1011,0.85,1.164584467,0,0.014712722,0.000219663,0,0.000158724,7.46E-06,4.5,5.2,3.2,10.25,-0.05965108,0.021281348,0.331797827,0.371151096,0.006384404,0.021281348,0.25,3.20657788
1011,1,1.070990287,0,0.00815845,0.000514732,0,0.000282245,3.51E-05,4.5,5.2,3.2,10.25,0.007730543,0.022039912,0.317420901,0.350743544,0.006611974,0.022039912,0.25,2.97447495
1012,0.01,0.838717612,0.061342845,0.811802185,-0.170271582,0.021561624,-0.139029541,-0.042467914,6.5,5.3,3.2,10.25,-0.299060601,0.045286033,0.249167019,0.318519247,0.008075271,0.045286033,0.25,1.582601958
1012,0.1,0.437214079,0.055696863,0.212508005,-0.031134622,0.022680623,-0.054756654,-0.000618944,4.5,5.1,3.2,10.25,-0.877335189,0.113842201,0.387672313,0.488741914,0.006707299,0.113842201,0.25,1.710634621
1012,0.2,0.702823565,0.025216532,0.145915669,-0.026330361,0.001383432,-0.007531884,0.001227837,4.5,5.1,3.2,10.25,-0.740981889,0.107225572,0.420592428,0.508258259,0.007884349,0.107225572,0.25,2.193887868
1012,0.3,0.774918341,0.016081534,0.121003701,-0.0219748,0.002414084,-0.000963961,0.001117346,4.5,5.1,3.2,10.25,-0.558855114,0.080746404,0.421768114,0.52612438,0.00702233,0.080746404,0.25,2.332804611
1012,0.4,0.994495958,0.009948066,0.093942153,-0.014547503,0.000121717,-0.001032961,0.00036927,4.5,5.1,3.2,10.25,-0.489751568,0.05115887,0.398073971,0.530329971,0.005133098,0.05115887,0.25,2.807959934
1012,0.5,1.154560701,0.005036633,0.068626772,-0.007976406,-0.000371353,-0.001080313,2.08E-05,4.5,5.1,3.2,10.25,-0.380708001,0.032993067,0.369577677,0.515022889,0.005053642,0.032993067,0.25,3.221809036
1012,0.6,1.247989376,0,0.04819849,-0.00360282,0,-0.000770926,-8.02E-05,4.5,5.1,3.2,10.25,-0.305618888,0.024176966,0.356453836,0.495923162,0.004674898,0.024176966,0.25,3.472316121
1012,0.7,1.279403584,0,0.033192612,-0.00121092,0,-0.000460716,-9.08E-05,4.5,5.1,3.2,10.25,-0.24446549,0.020756747,0.354195042,0.472968855,0.006227024,0.020756747,0.25,3.5872159
1012,0.85,1.296889458,0,0.019183708,0.000240581,0,-0.000169743,-6.47E-05,4.5,5.1,3.2,10.25,-0.173110408,0.020167592,0.345656236,0.436104627,0.006050278,0.020167592,0.25,3.654795867
1012,1,1.206386089,0,0.012226232,0.000581965,0,-3.18E-05,-3.65E-05,4.5,5.1,3.2,10.25,-0.083462755,0.021275591,0.329890791,0.398473248,0.006382677,0.021275591,0.25,3.340617891
1013,0.01,1.009712374,0.049306356,0.848580616,-0.176139645,0.034611512,-0.145145757,-0.03068508,6.5,5.3,3.2,10.25,-0.299887569,0.035258967,0.225429716,0.300105955,0.006532698,0.035258967,0.25,1.855363275
1013,0.1,0.498389818,0.071238401,0.178733216,-0.016500744,0.035813467,-0.059586215,-0.003072977,4.5,5.4,3.2,10.25,-0.845666068,0.089133668,0.346738373,0.45126337,0.005557106,0.089133668,0.25,1.835583441
1013,0.2,0.841685836,0.060004056,0.150469239,-0.013472307,0.010503022,-0.033729938,0.004306868,4.5,5.4,3.2,10.25,-0.859863433,0.0996541,0.362942393,0.481475947,0.006010665,0.0996541,0.25,2.624163527
1013,0.3,0.937873902,0.044433,0.122640689,-0.010221677,8.79E-06,-0.020627337,0.004907662,4.5,5.4,3.2,10.25,-0.63683479,0.076927132,0.364383248,0.503675196,0.006478308,0.076927132,0.25,2.798318509
1013,0.4,1.172950195,0.019850518,0.092347059,-0.008918781,0.004078792,-0.011730562,0.002113217,4.5,5.4,3.2,10.25,-0.552170926,0.051398661,0.345420593,0.496132886,0.004834606,0.051398661,0.25,3.366496129
1013,0.5,1.354229854,0.00748882,0.065361112,-0.006382947,0.00160002,-0.005528865,0.000414505,4.5,5.4,3.2,10.25,-0.486307034,0.035168043,0.341934333,0.480543038,0.004124094,0.035168043,0.25,3.910216493
1013,0.6,1.457612714,0,0.04348493,-0.003661498,0,-0.002017569,-0.000198048,4.5,5.4,3.2,10.25,-0.410546177,0.027298887,0.344749233,0.470725625,0.004128295,0.027298887,0.25,4.251204119
1013,0.7,1.48245943,0,0.026455012,-0.001785244,0,-0.000336315,-0.000341061,4.5,5.4,3.2,10.25,-0.320413919,0.024118355,0.349052632,0.465628798,0.00544591,0.024118355,0.25,4.39288928
1013,0.85,1.395507383,0,0.008255321,-0.000364069,0,0.000509782,-0.000287983,4.5,5.4,3.2,10.25,-0.181773752,0.02245459,0.348453135,0.445091508,0.006736377,0.02245459,0.25,4.044410385
1013,1,1.234376638,0,-0.003397927,0.000161293,0,0.000590997,-0.000180909,4.5,5.4,3.2,10.25,-0.051050826,0.021409748,0.343302001,0.417770479,0.006422924,0.021409748,0.25,3.444817032
1017,0.01,1.134623399,0.008895101,0.894926614,-0.194768968,0.032238125,-0.155532636,-0.03983823,6.5,5.2,3.2,10.25,-0.211260068,0.051321473,0.254382134,0.263921639,0.013430165,0.051321473,0.25,1.760976975
1017,0.1,0.40438457,0.093780532,0.249696248,-0.020512543,0.054868525,-0.099093509,-0.00122957,4.5,5.3,3.2,10.25,-0.695438608,0.155876582,0.45038173,0.410320144,0.012271901,0.155876582,0.25,1.682225044
1017,0.2,0.898906269,0.036463468,0.192145091,-0.031372201,-0.002213467,-0.032806501,-0.001248493,4.5,5.3,3.2,10.25,-0.717260621,0.18622504,0.463682935,0.472056205,0.011777555,0.18622504,0.25,2.444865018
1017,0.3,1.102666032,0.026789284,0.126594959,-0.021592911,0.000637073,-0.019719795,0.001990522,4.5,5.3,3.2,10.25,-0.329532324,0.084308041,0.416833355,0.472483618,0.013770455,0.084308041,0.25,3.099497042
1017,0.4,1.243022824,0.013215372,0.075516579,-0.012286515,-0.00325264,-0.010584699,0.002506302,4.5,5.3,3.2,10.25,-0.197850217,0.037854182,0.391559205,0.443572668,0.011356255,0.037854182,0.25,3.473567194
1017,0.5,1.293581195,0.004877904,0.040975642,-0.005962999,-0.00173587,-0.00479187,0.001793941,4.5,5.3,3.2,10.25,-0.134228178,0.023123276,0.386668555,0.425798955,0.006936983,0.023123276,0.25,3.634512291
1017,0.6,1.267872641,0,0.019428585,-0.002320955,0,-0.001691968,0.001007066,4.5,5.3,3.2,10.25,-0.086604413,0.019558532,0.385530134,0.417377038,0.00586756,0.019558532,0.25,3.533724095
1017,0.7,1.195450034,0,0.00641678,-0.000514728,0,-0.000232072,0.000478672,4.5,5.3,3.2,10.25,-0.042940746,0.018756995,0.378431937,0.405826719,0.005627099,0.018756995,0.25,3.304720819
1017,0.85,1.102973567,0,-0.003771403,0.000446158,0,0.000482342,8.66E-05,4.5,5.3,3.2,10.25,0.002511785,0.018828338,0.349708077,0.382822739,0.005648501,0.018828338,0.25,3.039224824
1017,1,1.030226389,0,-0.007810738,0.000580713,0,0.000534375,-5.39E-05,4.5,5.3,3.2,10.25,0.020692155,0.019222317,0.313599123,0.354376839,0.005766695,0.019222317,0.25,2.95319018
1019,0.01,1.375956603,-0.052324412,1.012254573,-0.213790376,0.052090881,-0.173262115,-0.053716108,6.5,5.1,3.2,10.25,-0.222587084,0.047304356,0.276590678,0.291193858,0.011696303,0.047304356,0.25,1.787237665
1019,0.1,0.239958145,0.132147839,0.292349339,-0.047049072,0.025751053,-0.051615101,-0.002852491,4.5,6,3.2,10.25,-0.647569079,0.134663621,0.444631785,0.450312591,0.010939498,0.134663621,0.25,1.572933977
1019,0.2,0.713519101,0.072698229,0.262002738,-0.050254154,-0.011596859,-0.027051835,-0.003475208,4.5,6,3.2,10.25,-0.627774263,0.150534806,0.455607859,0.492303473,0.011478512,0.150534806,0.25,2.134472663
1019,0.3,1.043789317,0.047896666,0.170679058,-0.033302652,-0.012901459,-0.013981918,0.000920852,4.5,6,3.2,10.25,-0.529580172,0.10334109,0.426838983,0.499858034,0.009329432,0.10334109,0.25,2.9773553
1019,0.4,1.284772909,0.020262123,0.091520203,-0.015754513,0.000887084,-0.006666952,0.002869137,4.5,6,3.2,10.25,-0.408923227,0.059093118,0.40698988,0.483969555,0.008070215,0.059093118,0.25,3.750151398
1019,0.5,1.353396127,0.001391621,0.040188037,-0.005387595,0.002623164,-0.002480503,0.00263584,4.5,6,3.2,10.25,-0.25779315,0.034483629,0.399025788,0.460192625,0.010345089,0.034483629,0.25,3.861740664
1019,0.6,1.34098915,0,0.013843922,-0.000769202,0,-0.000519508,0.001726135,4.5,6,3.2,10.25,-0.142820389,0.023114802,0.392310066,0.44278499,0.006934441,0.023114802,0.25,3.815449407
1019,0.7,1.278909789,0,0.001496559,0.00092723,0,0.000253514,0.000961736,4.5,6,3.2,10.25,-0.063853752,0.01860509,0.38250305,0.427645958,0.005581527,0.01860509,0.25,3.604199542
1019,0.85,1.136444087,0,-0.006081124,0.00135251,0,0.000504472,0.000303443,4.5,6,3.2,10.25,0.017237539,0.017112593,0.357717233,0.405201269,0.005133778,0.017112593,0.25,3.273124238
1019,1,1.038512434,0,-0.010113343,0.001043928,0,0.000415969,1.71E-05,4.5,6,3.2,10.25,0.050863731,0.017602997,0.328175698,0.382001039,0.005280899,0.017602997,0.25,3.214871901
1021,0.01,0.690159618,0.077536654,0.743955234,-0.162797855,0.016088157,-0.12800887,-0.041504348,6.5,5.3,3.2,10.25,-0.282493595,0.052558173,0.243731518,0.296041611,0.009919872,0.052558173,0.25,1.507219952
1021,0.1,0.472566341,0.041784491,0.176180266,-0.030667994,0.016043252,-0.042636513,0.00134535,4.5,5,3.2,10.25,-0.909262424,0.139526434,0.372818695,0.464054757,0.007863732,0.139526434,0.25,1.748122194
1021,0.2,0.764190814,0.012810866,0.112099105,-0.016560986,0.005806383,-0.015737465,0.001938972,4.5,5,3.2,10.25,-0.759296438,0.139371391,0.429296382,0.491003211,0.010174967,0.139371391,0.25,2.199140942
1021,0.3,0.732974872,0.012369082,0.088131564,-0.013871482,-0.000315907,-0.00429268,0.001049641,4.5,5,3.2,10.25,-0.480776485,0.106280705,0.410075101,0.508164154,0.011419693,0.106280705,0.25,2.161932471
1021,0.4,0.904193907,0.007613982,0.070016577,-0.009907902,-1.35E-05,-0.001267146,0.000503639,4.5,5,3.2,10.25,-0.41472273,0.06274396,0.374437782,0.504084038,0.007338471,0.06274396,0.25,2.540138296
1021,0.5,1.066644874,0.003934338,0.053484145,-0.005790515,-0.000683706,-0.000346025,0.000231953,4.5,5,3.2,10.25,-0.345021161,0.039524242,0.349707715,0.485859842,0.006545424,0.039524242,0.25,2.944267761
1021,0.6,1.168003079,0,0.040062585,-0.002797899,0,-3.56E-06,8.71E-05,4.5,5,3.2,10.25,-0.309370336,0.033666248,0.342600043,0.462726097,0.006379915,0.033666248,0.25,3.215685427
1021,0.7,1.200584991,0,0.030212279,-0.001070348,0,0.000107625,1.67E-05,4.5,5,3.2,10.25,-0.275687133,0.037489635,0.345216241,0.441899994,0.010306398,0.037489635,0.25,3.323004686
1021,0.85,1.214158674,0,0.020938777,4.42E-05,0,0.000119647,-1.96E-05,4.5,5,3.2,10.25,-0.21189118,0.048453625,0.342355221,0.407120328,0.014536088,0.048453625,0.25,3.368451582
1021,1,1.138680629,0,0.016166493,0.000351145,0,8.50E-05,-2.38E-05,4.5,5,3.2,10.25,-0.101699639,0.054117853,0.328936289,0.370780044,0.016235356,0.054117853,0.25,3.123281971
1032,0.01,0.819739413,0.082177319,0.77725307,-0.164398517,0.020128683,-0.134463237,-0.045468775,6.5,5.4,3.2,10.25,-0.284701386,0.051510339,0.240481275,0.297877759,0.009783319,0.051510339,0.25,1.618981238
1032,0.1,0.440871978,0.071648965,0.14944964,-0.023663505,0.016632473,-0.027787995,0.000514848,4.5,6,3.2,10.25,-0.863462882,0.126787664,0.374587939,0.465647845,0.007508574,0.126787664,0.25,1.766174148
1032,0.2,0.762574177,0.038106544,0.110258302,-0.01589055,0.004153369,-0.014070507,0.001861678,4.5,6,3.2,10.25,-0.728477862,0.11784167,0.405692754,0.480196214,0.008954721,0.11784167,0.25,2.278394761
