x,y
257407.56,606517.44
257408,606508
257408.46,606500
257408.88,606491.12
257409.1,606484.12
257409.5,606475
257410.22,606450
257410.66,606375
257411.22,606350
257412.66,606325
257415.46,606300
257419.08,606280.92
257421.24,606271.24
257425,606257.56
257427.28,606250
257437.68,606225
257450,606201.56
257468.46,606175
257475,606166.88
257482.82,606157.8
257489.46,606150
257494.62,606144.64
257498.46,606140.56
257595.74,606048.4
257688.34,605963.73
257791.49,605888.13
257897.65,605821.23
258003.46,605760.48
258008.04,605758
258023.5,605750
258040.76,605740.76
258050,605736
258057.2,605732.2
258071.4,605725
258090,605715
258100,605709.8
258106.36,605706.36
258118.44,605700
258162.68,605675
258201.18,605651.2
258239.5,605625
258245.38,605620.36
258271.9,605600
258286.66,605586.64
258299.9,605575
258311.96,605561.92
258323.42,605550
258334.56,605534.56
258341.92,605525
258353.38,605503.36
258357.44,605492.56
258359.42,605484.44
258362.32,605475
258361.96,605463
258361.46,605450
258357.96,605442.08
258350,605427.92
258335.44,605414.56
258325,605407.32
258312.64,605400
258303.78,605396.2
258291.82,605391.8
258285.6,605389.36
258266.96,605383.08
258254.22,605379.2
258247.84,605377.2
258240.5,605375
258228.26,605371.76
258175,605358.44
258153.46,605353.44
258127.24,605347.76
258106.46,605343.56
258100,605342.2
258075,605337.56
258064.2,605335.8
258050,605333.32
258042.7,605332.32
258030.18,605330.2
258021.04,605329
257977.82,605322.2
257970.6,605320.56
257956.78,605318.24
257938.6,605313.64
257925,605309.68
257917.66,605307.36
257901.28,605300
257895.44,605295.44
257886.6,605288.36
257875,605275.56
257866.66,605258.36
257863.78,605250
257861.24,605238.76
257858.76,605225
257857.8,605217.2
257857.22,605207.24
257856.44,605200
257855.66,605180.64
257855.04,605169.92
257854.9,605154.92
257854.54,605145.44
257854.38,605129.36
257854.06,605120.92
257853.84,605103.88
257853.58,605096.44
257853.18,605078.2
257851.24,605026.24
257850,605003.92
257848.06,604976.92
257845.84,604954.12
257844.78,604944.8
257842.18,604925
257838.04,604900
257832.84,604875
257827.36,604852.36
257825,604843.64
257820.9,604829.08
257817.46,604817.44
257812.12,604800
257779.28,604700
257772.62,604677.36
257770.82,604670.8
257765.36,604650
257759.88,604625
257755.6,604600
257753.12,604578.12
257751.6,604551.64
257751.88,604526.88
257753.7,604503.68
257754.76,604495.24
257757.96,604475
257763.72,604450
257769.82,604430.2
257772.4,604422.44
257779.38,604404.36
257786.42,604388.56
257792.8,604375
257804.34,604354.32
257813.98,604339
257819.76,604330.24
257823.98,604324
257834.92,604309.92
257842.8,604300
257850,604292.12
257858.36,604283.36
257866.58,604275
257875,604267.52
257884.56,604259.56
257896.44,604250
257907.04,604242.92
257913.66,604238.64
257925,604231.56
257936.54,604225
257945.46,604220.44
257962.4,604212.64
257975,604207
257991.82,604200
258000,604196.92
258061.1,604175
258071.44,604171.44
258100,604161.08
258107.94,604157.92
258123.2,604151.8
258143.42,604143.44
258150,604140.56
258160.7,604135.68
258175,604129
258194.32,604119.32
258200,604116.36
258210.68,604110.68
258225,604102.68
258242.46,604092.44
258250,604087.88
258257.96,604082.92
258283.34,604066.68
258300,604055.76
258308.58,604050
258347.1,604025
258375,604008.2
258389.52,604000
258396.32,603996.32
258411.24,603988.76
258425,603981.92
258440.24,603975
258447.04,603972.08
258475,603960.8
258497.1,603952.88
258505.76,603950
258520.4,603945.36
258533.46,603941.52
258539.78,603939.76
258550,603936.88
258559.54,603934.48
258575,603930.64
258599.76,603925.24
258630.18,603919.8
258643.02,603918
258650,603916.88
258675,603913.92
258700,603911.64
258710.88,603910.88
258725,603909.76
258734.32,603909.32
258741.24,603908.76
258750,603908.36
258758.22,603908.24
258767.28,603907.76
258775,603907.64
258782.72,603907.76
258792.54,603907.44
258800,603907.64
258808.04,603908
258816.84,603908.12
258825,603908.64
258834.46,603909.44
258850,603910.64
258862.14,603912.12
258891.48,603916.68
258912.97,603928.94
258945.1,603975
258950,603980.76
258959.12,603990.88
258975,604008.8
258982.26,604017.76
258987.82,604025
258993.22,604031.76
259000,604040.56
259006.24,604050
259014.56,604060.44
259026.8,604075
259038.54,604088.48
259050,604101.12
259061.58,604113.44
259075,604126.76
259086.88,604138.12
259100.1,604150
259113.44,604161.56
259125,604170.88
259129.94,604175
259141.16,604183.88
259150,604190.32
259155.4,604194.64
259162.68,604200
259175,604208.76
259184.34,604215.64
259205.12,604230.12
259213.68,604236.32
259225,604243.92
259233.46,604250
259243.18,604256.8
259250,604261.24
259257.96,604267.08
259269.62,604275
259275,604278.56
259287.68,604287.32
259307.04,604300
259317.98,604307
259325,604311.2
259333.54,604316.44
259350,604325.88
259365.74,604334.24
259382.42,604342.6
259387.5,604337.52
259387.5,604312.48
259412.5,604287.52
259437.5,604287.52
259462.5,604262.48
259487.5,604237.52
259512.5,604237.52
259537.5,604212.48
259562.5,604212.48
259587.5,604187.52
259587.5,604162.48
259587.5,604137.52
259587.5,604112.48
259612.5,604087.52
259612.5,604062.48
259612.5,604037.52
259612.5,604012.48
259612.5,603987.52
259612.5,603962.48
259612.5,603937.52
259612.5,603912.48
259637.5,603887.52
259637.5,603862.48
259662.5,603837.52
259687.5,603812.48
259712.5,603787.52
259737.5,603762.48
259759.53,603740.49
259740.88,603709.12
259732.4,603700
259725,603691.92
259716.34,603683.68
259705.34,603675
259700,603670.24
259688.68,603661.32
259681.02,603656
259675,603651.76
259659.88,603640.12
259650,603633.12
259637.24,603625
259630.64,603619.36
259625,603615.2
259616.18,603608.8
259602.04,603600
259587.78,603587.24
259575,603577.68
259561.32,603563.68
259550,603553.08
259544.9,603544.88
259542.18,603532.8
259539.12,603525
259542.78,603517.76
259550,603507.44
259556.1,603500
259564.72,603495.24
259632.72,603463.61
259683.43,603433.49
259725.89,603396.94
259772.51,603346.34
259803.35,603278.31
259810.78,603225.66
259814.86,603186.15
259826.38,603152.81
259855.31,603114.73
259894.42,603078.3
259953.16,603042.08
259989.78,603014.8
260000,603007.32
260009.28,603000
260025,602989
260044.52,602975
260059.88,602965.12
260075,602955.56
260084.12,602950
260094.4,602944.36
260110.94,602935.92
260125,602929.12
260134.2,602925
260145.38,602920.36
260160.06,602914.92
260175,602909.64
260182.22,602907.24
260205.6,602900
260220.7,602895.68
260232.28,602892.68
260240.48,602890.48
260260.6,602885.64
260297.45,602877.55
260312.5,602862.48
260312.5,602837.52
260337.5,602812.48
260337.5,602787.52
260362.5,602762.48
260362.5,602737.52
260362.5,602712.48
260387.5,602687.52
260387.5,602662.48
260412.5,602637.52
260437.5,602612.48
260437.5,602587.52
260462.5,602562.48
260462.5,602537.52
260462.5,602512.48
260462.5,602487.52
260462.5,602462.48
260462.5,602362.48
260462.5,602337.52
260462.5,602312.48
260462.5,602287.52
260462.5,602262.48
260462.5,602237.52
260462.5,602212.48
260462.5,602187.52
260462.5,602162.48
260462.5,602157.32
260500,602153.12
260632.58,602133.79
260684.05,602124.88
260755.42,602108.26
260806.81,602090.04
260872.48,602057.97
260917.66,602029.41
260976.41,601987.84
261025.54,601956.94
261082.74,601928.08
261088.24,601925
261095.9,601920.88
261112.04,601912.92
261125,601907
261143.12,601900
261150,601897.44
261167.22,601892.24
261175,601889.64
261186.3,601886.32
261200,601882
261225,601877.2
261287.5,601862.48
261312.5,601862.48
261337.5,601837.52
261362.5,601812.48
261387.5,601787.52
261397.64,601777.36
261412.92,601737.08
261426.3,601700
261438,601663
261442.32,601650
261450,601628.56
261458.18,601608.2
261461.68,601600
261466.04,601591.08
261473.38,601576.64
261487.64,601550
261500,601530.44
261507.32,601517.68
261517.74,601500
261525,601488.64
261538.66,601463.68
261546.28,601450
261550,601443.52
261563.56,601413.56
261569.9,601400
261575,601388.76
261582.84,601367.2
261585.2,601360.2
261589.02,601350
261591.7,601341.68
261596.78,601328.24
261600,601318.68
261603.84,601303.88
261606.8,601293.2
261608.82,601283.8
261611.34,601275
261613.6,601263.64
261616.9,601250
261617.62,601242.64
261620.04,601229.92
261620.76,601204.24
261618.08,601193.08
261615.66,601184.36
261611.76,601175
261606.82,601168.2
261600,601160.48
261593.58,601156.44
261581.36,601150
261575,601147.52
261555.32,601144.68
261544.22,601144.24
261530.1,601144.92
261520.78,601145.76
261501.02,601149
261469.6,601155.36
261450,601159.12
261425,601161.08
261400,601160.24
261391.44,601158.56
261375,601155.52
261356.72,601150
261350,601148.08
261333.42,601141.56
261325,601138.36
261315.76,601134.24
261304.1,601129.08
261275,601115.52
261255.46,601105.52
261248.28,601101.76
261232.28,601092.76
261225,601088.44
261216.9,601083.12
261205.4,601075
261200,601071.08
261188.64,601061.36
261176.74,601050
261164.64,601035.36
261157.34,601025
261150,601013.36
261145.38,601004.64
261138.1,600988.08
261132.86,600975
261125,600952.56
261118.82,600931.2
261117.32,600925
261110.7,600900
261108.28,600891.68
261105.48,600880.48
261100,600861.36
261095.66,600845.64
261091.72,600833.32
261089.32,600825
261085.6,600814.36
261080.82,600800
261075,600785.24
261072.18,600777.8
261068.62,600768.64
261065.04,600759.92
261061.16,600750
261057.76,600742.24
261043.28,600706.68
261040.86,600700
261037.5,600690
261037.5,600687.52
261037.5,600662.48
261062.5,600637.52
261087.5,600612.48
261087.5,600587.52
261087.5,600562.48
261112.5,600537.52
261112.5,600512.48
261112.5,600487.52
261112.5,600462.48
261112.5,600437.52
261137.5,600412.48
261137.5,600387.52
261162.5,600362.48
261162.5,600337.52
261187.5,600312.48
261187.5,600287.52
261212.5,600262.48
261237.5,600237.52
261262.5,600212.48
261287.5,600187.52
261287.5,600162.48
261312.5,600137.52
261312.5,600112.48
261320.5,600104.49
261320.48,600095.52
261320.62,600079.36
261320.58,600070.56
261320.76,600054.24
261320.94,600045.92
261322.32,600022.32
261322.82,599997.8
261321.32,599978.68
261320.1,599970.12
261317.46,599957.52
261316.12,599950
261305.16,599919.88
261300,599901.08
261294.2,599880.8
261287.88,599850
261286.18,599838.8
261284.46,599825
261283.58,599816.44
261283.24,599808.24
261282.48,599800
261282.08,599792.92
261282.06,599782.08
261281.7,599775
261281.64,599768.36
261282.04,599757.08
261281.96,599750
261282.24,599742.76
261283,599733
261283.28,599725
261283.96,599716
261284.66,599709.64
261285.34,599700
261288.06,599675
261289.58,599664.56
261291.56,599650
261296.84,599621.88
261301.4,599600
261303.13,599591.29
261387.26,599643.08
261437.5,599682.73
261437.5,599662.48
261437.5,599637.52
261437.5,599612.48
261437.5,599587.52
261462.5,599562.48
261462.5,599537.52
261462.5,599512.48
261480.87,599494.14
261443.9,599431.12
261439.16,599425
261432.6,599417.36
261425,599410.24
261419.96,599405.08
261414.04,599400
261406.12,599393.88
261400,599389.88
261391.16,599383.8
261375.82,599375
261358.68,599366.32
261341.24,599358.76
261329.38,599354.36
261323.1,599351.88
261304.32,599345.68
261292.28,599342.24
261284.94,599340.08
261275,599337.52
261265.02,599335
261258.6,599333.64
261250,599331.56
261227.04,599327.08
261202.38,599322.64
261180.76,599319.24
261150,599315.08
261091.68,599308.32
261075,599306.48
261054.08,599304.08
261025.46,599300.44
261003.12,599296.88
260995.56,599295.56
260975,599291.64
260950,599285.92
260930.66,599280.64
260921.92,599278.08
260912.56,599275
260903.2,599271.8
260892.68,599267.68
260875,599260.36
260853.72,599250
260845.68,599245.68
260835.3,599239.68
260825,599233.56
260812.68,599225
260805.28,599219.76
260800,599215.8
260791.46,599208.48
260782.04,599200
260775,599193.44
260766.14,599183.88
260743.97,599157.97
260784.4,599156.51
260792.16,599117.12
260794.68,599105.32
260800,599078.64
260805.12,599055.12
260809.96,599034.92
260815,599015
260816.88,599008.12
260818.96,599000
260825,598975.56
260830.38,598955.36
260840.97,598918.89
260677.38,598922.33
260687.5,598887.52
260687.5,598862.48
260687.5,598837.52
260687.5,598812.48
260712.5,598787.52
260712.5,598762.48
260712.5,598737.52
260712.5,598712.48
260737.5,598687.52
260737.5,598662.48
260762.5,598637.52
260762.5,598612.48
260762.5,598587.52
260762.5,598562.48
260787.5,598537.52
260787.5,598512.48
260812.5,598487.52
260812.5,598462.48
260837.5,598437.52
260837.5,598412.48
260837.5,598410.68
260850,598409.56
260858.82,598408.8
260866.68,598408.32
260875,598407.64
260882,598407
260893.9,598406.12
260921.9,598403.12
260979.06,598395.92
261008.14,598391.88
261025,598389.32
261050,598385.12
261075,598380.32
261098.76,598375
261119.54,598369.52
261135.18,598364.8
261150,598360.08
261157.34,598357.36
261174.04,598350.92
261192.24,598342.24
261200,598338.36
261208.4,598333.36
261222.06,598325
261233.52,598316.48
261250,598303.44
261264.32,598289.32
261275,598278.44
261298.62,598250
261309.82,598234.8
261316.94,598225
261325,598214.92
261335.76,598200
261342.28,598192.24
261350,598183.68
261356.76,598175
261365.88,598165.88
261395.48,598142.77
261337.5,598012.48
261337.5,597987.52
261337.5,597962.48
261337.5,597937.52
261337.5,597923.32
261347.4,597922.44
261349.18,597899.2
261350,597860.48
261353.56,597853.56
261362.04,597837.92
261369.32,597825
261375,597815.2
261380.68,597805.68
261384.24,597800
261390.1,597790.08
261399.46,597775.56
261410.32,597760.32
261418.32,597750
261425,597740.36
261431.6,597731.56
261436.96,597725
261442.46,597717.52
261450,597708.68
261457.86,597700
261465.76,597690.76
261475,597679.64
261487.88,597662.88
261496.8,597650
261500,597644.08
261507.12,597632.12
261511.52,597625
261516.28,597616.32
261525,597601.36
261539.32,597575
261550,597553.68
261571.98,597513.48
261488.36,597511.62
261512.5,597487.52
261512.5,597462.48
261537.5,597437.52
261537.5,597412.48
261562.5,597387.52
261587.5,597362.48
261612.5,597337.52
261637.5,597312.48
261637.5,597287.52
261662.5,597262.48
261687.5,597237.52
261712.5,597212.48
261712.5,597187.52
261737.5,597162.48
261737.5,597137.52
261762.5,597112.48
261787.5,597087.52
261787.5,597062.48
261812.5,597037.52
261812.5,597012.48
261837.5,596987.52
261837.5,596962.48
261862.5,596937.52
261887.5,596912.48
261912.5,596887.52
261912.5,596862.48
261937.5,596837.52
261962.5,596812.48
261962.5,596787.52
261987.5,596762.48
261987.5,596737.52
262012.5,596712.48
262012.5,596687.52
262037.5,596662.48
262062.5,596637.52
262062.5,596612.48
262087.5,596587.52
262087.5,596562.48
262112.5,596537.52
262112.5,596512.48
262137.5,596487.52
262137.5,596462.48
262162.5,596437.52
262187.5,596412.48
262212.5,596387.52
262237.5,596362.48
262262.5,596337.52
262262.5,596312.48
262287.5,596287.52
262287.5,596262.48
262312.5,596237.52
262312.5,596212.48
262312.5,596187.52
262337.5,596162.48
262337.5,596137.52
262337.5,596112.48
262337.5,596087.52
262362.5,596062.48
262362.5,596037.52
262362.5,596012.48
262362.5,595987.52
262362.5,595962.48
262362.5,595937.52
262362.5,595912.48
262362.5,595887.52
262362.5,595862.48
262362.5,595837.52
262362.5,595812.48
262362.5,595787.52
262337.5,595762.48
262312.5,595737.52
262312.5,595712.48
262287.5,595687.52
262287.5,595662.48
262262.5,595637.52
262237.5,595612.48
262237.5,595587.52
262212.5,595562.48
262212.5,595537.52
262187.5,595512.48
262187.5,595487.52
262187.5,595462.48
262187.5,595437.52
262187.5,595412.48
262187.5,595387.52
262187.5,595362.48
262162.5,595337.52
262162.5,595312.48
262162.5,595287.52
262162.5,595262.48
262162.5,595237.52
262162.5,595212.48
262162.5,595187.52
262162.5,595162.48
262162.5,595137.52
262162.5,595112.48
262162.5,595087.52
262137.5,595062.48
262137.5,595037.52
262137.5,595012.48
262137.5,594987.52
262137.5,594962.48
262137.5,594937.52
262137.5,594912.48
262137.5,594887.52
262137.5,594862.48
262137.5,594837.52
262137.5,594812.48
262137.5,594803.89
262116.82,594850
262112.34,594862.64
262108.88,594873.12
262094.52,595005.77
262100.11,595082.91
262094.07,595130.92
262069.1,595191.82
262054.72,595252.43
262043.26,595315.25
262043.14,595375.97
262053.6,595419.32
262058.77,595462.88
262047.92,595494.32
262045.1,595500
262034.74,595509.76
262025,595518.36
262018.34,595525
262000,595536.92
261983.1,595550
261975,595554.68
261963.24,595563.24
261957.04,595567.92
261948.2,595575
261935.44,595585.44
261925,595594.36
261919.44,595600
261909.04,595609
261900,595617.24
261892.56,595625
261883.6,595633.56
261867.16,595650
261845.46,595670.44
261840.52,595675
261825,595688.88
261818.64,595693.64
261800,595707.88
261782.66,595717.36
261772.32,595722.32
261753.1,595728.08
261745.96,595729
261728.62,595728.64
261722.24,595727.76
261714.38,595725
261700,595719.8
261688.76,595711.24
261675.4,595700
261664.06,595685.92
261656.16,595675
261650,595666.08
261644.36,595655.64
261636,595639
261629.28,595625
261625,595615.76
261620.48,595604.48
261609.44,595575
261601.5,595551.52
261595.46,595529.52
261592.8,595517.8
261589.16,595500
261586.18,595475
261585.42,595450
261587.24,595425
261591.26,595400
261593.04,595393.08
261596.38,595378.64
261600,595365.8
261607.1,595342.88
261609.9,595334.88
261613.02,595325
261616.16,595316.2
261619.6,595305.36
261622.4,595297.36
261625,595289.64
261628.84,595278.8
261632.68,595267.32
261635.22,595260.24
261638.54,595250
261641.42,595241.44
261644.92,595230.08
261647.4,595222.36
261650,595213.76
261653.4,595203.36
261659.24,595184.24
261661.96,595175
261664.82,595164.8
261668.9,595150
261675,595125.56
261680.32,595105.32
261700,595025.32
261716.2,594966.2
261725,594932.24
261731.96,594907
261733.76,594900
261742.34,594867.32
261745.5,594854.48
261747.38,594847.36
261750,594837.08
261752.66,594827.64
261754.58,594820.44
261758.08,594808.08
261760.22,594800
261768.82,594768.8
261773.38,594751.64
261779.62,594729.64
261787.6,594700
261793.54,594675
261798.16,594651.88
261800,594639.92
261802.24,594627.24
261805.04,594605.08
261806.18,594593.8
261806.68,594581.68
261807.18,594575
261807.28,594567.76
261807.02,594557
261807.1,594550
261806.76,594543.24
261805.54,594530.56
261804.78,594520.24
261802.06,594502.08
261800,594489.88
261794.9,594455.12
261793.04,594443
261791.9,594433.08
261790.76,594425
261789.1,594400
261790.38,594375
261793.76,594356.24
261796.16,594346.12
261800,594334.36
261803.18,594328.2
261821.34,594300
261836.88,594286.88
261850,594276.44
261873.88,594273.88
261891.4,594283.64
261900,594289.56
261904.4,594295.64
261914.64,594310.36
261925,594325
261933.92,594341.08
