x,y
1.423312953597194246e+04,3.771868870460569160e+05
1.427620146679142272e+04,3.772324278982672258e+05
1.425286228132799806e+04,3.772784136628488195e+05
1.427909680797001784e+04,3.773196762717002421e+05
1.428176473142553004e+04,3.773677154906001524e+05
1.421935228587089841e+04,3.774230047062463709e+05
1.411855942350590703e+04,3.774257675483655185e+05
1.404303916888500680e+04,3.774250892523059156e+05
1.398010831816735663e+04,3.774490428702842328e+05
1.376034940282419484e+04,3.773417560659830924e+05
1.346495359450303658e+04,3.772412074631966534e+05
1.327742531174696342e+04,3.771921960073607042e+05
1.307434269830556514e+04,3.772357951472135610e+05
1.286640249399478853e+04,3.771853578162460472e+05
1.272955859375000000e+04,3.771306875000000000e+05
1.264353710937500000e+04,3.771212187500000000e+05
1.251210546875000000e+04,3.770842187500000000e+05
1.241681054687500000e+04,3.770444375000000000e+05
1.232854589843750000e+04,3.770075937500000000e+05
1.213618847656250000e+04,3.769535000000000000e+05
1.199469824218750000e+04,3.769045937500000000e+05
1.187596386718750000e+04,3.768635000000000000e+05
1.168999023437500000e+04,3.768204375000000000e+05
1.150858300781250000e+04,3.767720625000000000e+05
1.137632812500000000e+04,3.767368125000000000e+05
1.128304687500000000e+04,3.767259687500000000e+05
1.118670581054210561e+04,3.767083068284262554e+05
1.106949218750000000e+04,3.766755937500000000e+05
1.097707910156250000e+04,3.766395312500000000e+05
1.083229492187500000e+04,3.765904687500000000e+05
1.063444208232292476e+04,3.765516732083771494e+05
1.049942164964235781e+04,3.765122982647213503e+05
1.037324817835111753e+04,3.764835908578688977e+05
1.022682568360329060e+04,3.764330311936557991e+05
9.996962590154505961e+03,3.763462556715738028e+05
9.810285437951821223e+03,3.762769630220820545e+05
9.569437931927528552e+03,3.762146788236068096e+05
9.249443547176215361e+03,3.761420310809674556e+05
8.955835580685325112e+03,3.760450083946723025e+05
8.703686410768221322e+03,3.759564346078688977e+05
8.534557560843319152e+03,3.758754885441640508e+05
8.497674804687500000e+03,3.758362500000000000e+05
8.426556039664928903e+03,3.758110253530495102e+05
8.361789588347217432e+03,3.757637327599019627e+05
8.274301510837960450e+03,3.757117887745225453e+05
8.193202749416650477e+03,3.756678806152296020e+05
8.032909686766045525e+03,3.755744487868033466e+05
7.825488901035988420e+03,3.754832955416227924e+05
7.708585355318143229e+03,3.754276049241150613e+05
7.570611703727429813e+03,3.753579629093936528e+05
7.398183387161030623e+03,3.752906134314757073e+05
7.271968618542966396e+03,3.752498691593936528e+05
7.102909724312930848e+03,3.752195026667543571e+05
6.910651066697923852e+03,3.751661617525412585e+05
6.664097205506094724e+03,3.751032667893446633e+05
6.467167386577683828e+03,3.750369317157378537e+05
6.225471942592026608e+03,3.749686080416228506e+05
6.063332594682267882e+03,3.749358805025412003e+05
5.994056283810325112e+03,3.749215991961970576e+05
5.855393629809894264e+03,3.749012070687873056e+05
5.715856520425353665e+03,3.748615138408694183e+05
5.579674429075529588e+03,3.748491104266562616e+05
5.425101769088968467e+03,3.748684605243602418e+05
5.251554199218750000e+03,3.749245000000000000e+05
4.948937988281250000e+03,3.748438437500000000e+05
4.407413310591142363e+03,3.754250625000000000e+05
4.420007023148868029e+03,3.756166034407404368e+05
4.412832957796122173e+03,3.760503759471946396e+05
4.208766263050345515e+03,3.768335993037100416e+05
3.126633988527402835e+03,3.770539302055651206e+05
3.776544921875000000e+03,3.762727500000000000e+05
3.789308105468750000e+03,3.762276875000000000e+05
3.967137939453125000e+03,3.755994062500000000e+05
4.115704101562500000e+03,3.755786875000000000e+05
4.195361816406250000e+03,3.752012500000000000e+05
4.114365234375000000e+03,3.751530312500000000e+05
4.165250976562500000e+03,3.750592500000000000e+05
4.179325195312500000e+03,3.750000000000000000e+05
4.265655761718750000e+03,3.746366562500000000e+05
4.015662109375000000e+03,3.745685312500000000e+05
3.874156982421875000e+03,3.745409375000000000e+05
3.759052001953125000e+03,3.743958437500000000e+05
3.667875976562500000e+03,3.744242187500000000e+05
3.659829101562500000e+03,3.744689375000000000e+05
3.677576904296875000e+03,3.745255625000000000e+05
3.682417968750000000e+03,3.745762187500000000e+05
3.639368896484375000e+03,3.746189375000000000e+05
3.366247070312500000e+03,3.748120625000000000e+05
3.134685058593750000e+03,3.750000000000000000e+05
3.111958007812500000e+03,3.750000000000000000e+05
2.990190917968750000e+03,3.748692812500000000e+05
3.506783935546875000e+03,3.744585000000000000e+05
3.664309082031250000e+03,3.741498750000000000e+05
3.692100097656250000e+03,3.740716875000000000e+05
3.569729980468750000e+03,3.739933750000000000e+05
3.536632080078125000e+03,3.740693437500000000e+05
3.436784912109375000e+03,3.741585312500000000e+05
2.927614013671875000e+03,3.747056250000000000e+05
2.843906005859375000e+03,3.745749375000000000e+05
3.042887939453125000e+03,3.743492500000000000e+05
2.975456054687500000e+03,3.742307500000000000e+05
2.755521972656250000e+03,3.744475625000000000e+05
2.638572998046875000e+03,3.744164375000000000e+05
2.451127929687500000e+03,3.742224062500000000e+05
2.423861083984375000e+03,3.741661250000000000e+05
2.401583007812500000e+03,3.740683437500000000e+05
2.392662109375000000e+03,3.737867187500000000e+05
2.102275878906250000e+03,3.737572500000000000e+05
2.044057006835937500e+03,3.739179687500000000e+05
2.280020782951654382e+03,3.745668052231337642e+05
1.827618025230909780e+03,3.745419991304140422e+05
1.885980003691411184e+03,3.747178732940158807e+05
2.572758617722563940e+03,3.753388306657020003e+05
2.189976888298971971e+03,3.757059919568182668e+05
1.217409264775941438e+03,3.750417274063041550e+05
1.066570887668372507e+03,3.752963558137437794e+05
2.129290527674135319e+03,3.760282303500663838e+05
2.139105957031250000e+03,3.762712465185502078e+05
1.590369975076864648e+03,3.764506601722486084e+05
1.011567808462737958e+03,3.764834090833592927e+05
5.601408060989481328e+02,3.760721797932583722e+05
5.000140036047478134e+02,3.756522958326900844e+05
9.950822083188072611e+02,3.743085482345163473e+05
1.097760017424085163e+03,3.739533114111106843e+05
1.066488171986562520e+03,3.737740010888893157e+05
8.338981215382109440e+02,3.736477942074083840e+05
2.855690446111102574e+02,3.733903923129657051e+05
3.330784959283118951e+01,3.733036940333358943e+05
-3.087608888932336413e+02,3.732986638722252101e+05
-4.013891555611962758e+02,3.732055839499961003e+05
-3.406661807455118378e+03,3.722818208061998012e+05
-2.806747338567749466e+04,3.570859611013090471e+05
-4.416564148879899585e+04,3.485574947338681086e+05
-4.824984004921491578e+04,3.941201023685024702e+05
-4.789957967764495697e+04,6.657371521567011951e+05
7.517501599507848732e+04,6.658515312416686211e+05
1.190350031990156858e+05,6.658515312416686211e+05
1.712582960114835296e+05,6.661731968419967452e+05
1.922800255921256030e+05,6.661731968419967452e+05
2.432911174888837268e+05,6.664154485484937904e+05
2.437904580086194037e+05,6.260705519228300545e+05
2.422082287685307674e+05,6.258336544000116410e+05
2.414877237046336813e+05,6.257457362814926310e+05
2.411146321324123128e+05,6.256568601926031988e+05
2.408268115203741181e+05,6.255822567518628202e+05
2.405178395037061709e+05,6.254838408111223252e+05
2.401559687500000000e+05,6.254108408111223252e+05
2.398353275259236107e+05,6.253938828407521360e+05
2.393442030157365662e+05,6.254447826666795881e+05
2.389742471138815454e+05,6.253621565777902724e+05
2.384888359092478640e+05,6.251684917259390932e+05
2.382741235833203536e+05,6.247086058370460523e+05
2.381044339055417222e+05,6.241473946000077995e+05
2.378779491363806883e+05,6.237135306221114006e+05
2.380920910012027598e+05,6.233281595682440093e+05
2.384850270493396383e+05,6.231465507267178036e+05
2.386599943676356343e+05,6.232311238408051431e+05
2.382471338991268130e+05,6.235550577934366884e+05
2.382549702763697424e+05,6.238156870037352201e+05
2.385065709726972855e+05,6.240197683490799973e+05
2.387518674046881497e+05,6.240220343956948491e+05
2.390743906250000000e+05,6.231968125000000000e+05
2.390752812500000000e+05,6.230555000000000000e+05
2.390757187500000000e+05,6.229855000000000000e+05
2.390761875000000000e+05,6.229110625000000000e+05
2.391317656250000000e+05,6.227550625000000000e+05
2.392420156250000000e+05,6.225859375000000000e+05
2.393442343750000000e+05,6.224578750000000000e+05
2.395880781250000000e+05,6.221524375000000000e+05
2.397336250000000000e+05,6.220391250000000000e+05
2.398432343750000000e+05,6.219860000000000000e+05
2.400000000000000000e+05,6.219099375000000000e+05
2.401856875000000000e+05,6.218198750000000000e+05
2.405050468750000000e+05,6.216650000000000000e+05
2.405576875000000000e+05,6.216394375000000000e+05
2.407447500000000000e+05,6.215200625000000000e+05
2.408193125000000000e+05,6.214522500000000000e+05
2.411002656250000000e+05,6.212407500000000000e+05
2.418583281250000000e+05,6.207736250000000000e+05
2.424104375000000000e+05,6.202928125000000000e+05
2.424995937500000000e+05,6.202274375000000000e+05
2.425646250000000000e+05,6.201989375000000000e+05
2.426442343750000000e+05,6.201965625000000000e+05
2.428614375000000000e+05,6.202393750000000000e+05
2.429300781250000000e+05,6.202650625000000000e+05
2.429697031250000000e+05,6.202988750000000000e+05
2.429807812500000000e+05,6.203312500000000000e+05
2.429733125000000000e+05,6.203531250000000000e+05
2.429488750000000000e+05,6.203963750000000000e+05
2.428958906250000000e+05,6.204382500000000000e+05
2.428652656250000000e+05,6.204780000000000000e+05
2.428603125000000000e+05,6.205127500000000000e+05
2.428657031250000000e+05,6.205320625000000000e+05
2.430015468750000000e+05,6.206120625000000000e+05
2.430467031250000000e+05,6.206620625000000000e+05
2.431520468750000000e+05,6.208422500000000000e+05
2.432271093750000000e+05,6.209923125000000000e+05
2.432573906250000000e+05,6.210224375000000000e+05
2.433409218750000000e+05,6.210680000000000000e+05
2.435945781250000000e+05,6.211444375000000000e+05
2.437782031250000000e+05,6.211600625000000000e+05
2.438900000000000000e+05,6.211498125000000000e+05
2.439864218750000000e+05,6.211293125000000000e+05
2.440582343750000000e+05,6.211551875000000000e+05
2.441112343750000000e+05,6.211983125000000000e+05
2.442232812500000000e+05,6.212886250000000000e+05
2.443941718750000000e+05,6.212154375000000000e+05
2.445187968750000000e+05,6.211413750000000000e+05
2.446364218750000000e+05,6.210683750000000000e+05
2.447452343750000000e+05,6.206957500000000000e+05
2.448445781250000000e+05,6.204911250000000000e+05
2.449054687500000000e+05,6.204180000000000000e+05
2.448439218750000000e+05,6.198780625000000000e+05
2.451271875000000000e+05,6.198852500000000000e+05
2.451700000000000000e+05,6.199009375000000000e+05
2.452284218750000000e+05,6.199388750000000000e+05
2.452760937500000000e+05,6.200016250000000000e+05
2.452486406250000000e+05,6.200415000000000000e+05
2.451001406250000000e+05,6.200880000000000000e+05
2.450503593750000000e+05,6.201299375000000000e+05
2.450556875000000000e+05,6.202567500000000000e+05
2.450845000000000000e+05,6.204588750000000000e+05
2.452510312500000000e+05,6.204857500000000000e+05
2.454362500000000000e+05,6.204766875000000000e+05
2.454228750000000000e+05,6.201138750000000000e+05
2.454559843750000000e+05,6.201411875000000000e+05
2.457414687500000000e+05,6.203767500000000000e+05
2.458182812500000000e+05,6.204611250000000000e+05
2.458250625000000000e+05,6.207151250000000000e+05
2.458281406250000000e+05,6.208301250000000000e+05
2.458132812500000000e+05,6.209976875000000000e+05
2.457092812500000000e+05,6.210405000000000000e+05
2.455053593750000000e+05,6.210551250000000000e+05
2.454105625000000000e+05,6.211075000000000000e+05
2.452680312500000000e+05,6.212241250000000000e+05
2.451929062500000000e+05,6.212648125000000000e+05
2.451106718750000000e+05,6.212574375000000000e+05
2.449683437500000000e+05,6.213074375000000000e+05
2.448545468750000000e+05,6.213588125000000000e+05
2.444782187500000000e+05,6.215748125000000000e+05
2.445632968750000000e+05,6.215886250000000000e+05
2.447193750000000000e+05,6.215806875000000000e+05
2.447456406250000000e+05,6.216264375000000000e+05
2.447251875000000000e+05,6.216540000000000000e+05
2.446792031250000000e+05,6.216834375000000000e+05
2.446048906250000000e+05,6.217082500000000000e+05
2.445517656250000000e+05,6.217531875000000000e+05
2.445455000000000000e+05,6.218768125000000000e+05
2.445082343750000000e+05,6.219225000000000000e+05
2.444305625000000000e+05,6.219503750000000000e+05
2.442426406250000000e+05,6.219598750000000000e+05
2.441711562500000000e+05,6.219911875000000000e+05
2.441893125000000000e+05,6.220715625000000000e+05
2.441776718750000000e+05,6.221757500000000000e+05
2.441221406250000000e+05,6.222682500000000000e+05
2.439867343750000000e+05,6.223693750000000000e+05
2.438410468750000000e+05,6.224858750000000000e+05
2.436424218750000000e+05,6.225806250000000000e+05
2.434814218750000000e+05,6.226232500000000000e+05
2.432868281250000000e+05,6.226388125000000000e+05
2.430358437500000000e+05,6.226387500000000000e+05
2.430203906250000000e+05,6.227555000000000000e+05
2.430328437500000000e+05,6.228228125000000000e+05
2.430829062500000000e+05,6.228380625000000000e+05
2.431927500000000000e+05,6.228023750000000000e+05
2.433139687500000000e+05,6.227926250000000000e+05
2.434247187500000000e+05,6.228014375000000000e+05
2.435425468750000000e+05,6.228582500000000000e+05
2.436158750000000000e+05,6.229159375000000000e+05
2.436245312500000000e+05,6.229958125000000000e+05
2.440864375000000000e+05,6.231590000000000000e+05
2.441367031250000000e+05,6.231075625000000000e+05
2.442894531250000000e+05,6.231026250000000000e+05
2.443686250000000000e+05,6.231701875000000000e+05
2.444097812500000000e+05,6.232357500000000000e+05
2.445358437500000000e+05,6.233184375000000000e+05
2.447807187500000000e+05,6.234388750000000000e+05
2.450116406250000000e+05,6.235840000000000000e+05
2.451153593750000000e+05,6.236686250000000000e+05
2.452092343750000000e+05,6.237591875000000000e+05
2.453220937500000000e+05,6.239141875000000000e+05
2.455439375000000000e+05,6.241128750000000000e+05
2.457680781250000000e+05,6.242036875000000000e+05
2.459197031250000000e+05,6.242208750000000000e+05
2.463646406250000000e+05,6.242264375000000000e+05
2.466658437500000000e+05,6.242301875000000000e+05
2.468749531250000000e+05,6.243043125000000000e+05
2.469383281250000000e+05,6.243075625000000000e+05
2.470348437500000000e+05,6.242838750000000000e+05
2.471191718750000000e+05,6.242500000000000000e+05
2.472308906250000000e+05,6.242398125000000000e+05
2.473783750000000000e+05,6.242758750000000000e+05
2.475057343750000000e+05,6.243331875000000000e+05
2.476622500000000000e+05,6.243791875000000000e+05
2.477916875000000000e+05,6.243953125000000000e+05
2.480978437500000000e+05,6.243727500000000000e+05
2.482112812500000000e+05,6.243911875000000000e+05
2.483184843750000000e+05,6.244696875000000000e+05
2.484485312500000000e+05,6.245366250000000000e+05
2.485890468750000000e+05,6.245850625000000000e+05
2.487427187500000000e+05,6.246246250000000000e+05
2.488758125000000000e+05,6.246314375000000000e+05
2.490461718750000000e+05,6.245923750000000000e+05
2.491625156250000000e+05,6.245538125000000000e+05
2.492484062500000000e+05,6.245518750000000000e+05
2.492951250000000000e+05,6.245701250000000000e+05
2.493152187500000000e+05,6.246124375000000000e+05
2.492860000000000000e+05,6.246871875000000000e+05
2.495527006759353098e+05,6.246912391111068428e+05
2.495821810759274813e+05,6.251337963851869572e+05
2.493743528443353716e+05,6.253502087898530299e+05
2.704238057518822607e+05,6.253602210370419780e+05
2.696349375000000000e+05,6.250000000000000000e+05
2.692653750000000000e+05,6.247198750000000000e+05
2.690979375000000000e+05,6.245930000000000000e+05
2.687607187500000000e+05,6.241808125000000000e+05
2.681840312500000000e+05,6.235013125000000000e+05
2.676673750000000000e+05,6.229262500000000000e+05
2.675779375000000000e+05,6.224791875000000000e+05
2.674817812500000000e+05,6.219963750000000000e+05
2.674668125000000000e+05,6.219211875000000000e+05
2.675579062500000000e+05,6.218242500000000000e+05
2.676485625000000000e+05,6.217278125000000000e+05
2.679397812500000000e+05,6.213975625000000000e+05
2.680030000000000000e+05,6.213098125000000000e+05
2.680298437500000000e+05,6.212190625000000000e+05
2.680787187500000000e+05,6.211326250000000000e+05
2.682488125000000000e+05,6.210363750000000000e+05
2.685123437500000000e+05,6.209147500000000000e+05
2.685553750000000000e+05,6.208801250000000000e+05
2.687970625000000000e+05,6.206858125000000000e+05
2.691052812500000000e+05,6.204380625000000000e+05
2.690381562500000000e+05,6.203203125000000000e+05
2.696176562500000000e+05,6.198339375000000000e+05
2.696985625000000000e+05,6.197660625000000000e+05
2.695494062500000000e+05,6.195742500000000000e+05
2.696416875000000000e+05,6.195090625000000000e+05
2.696200312500000000e+05,6.194348750000000000e+05
2.696628750000000000e+05,6.193456250000000000e+05
2.698210000000000000e+05,6.191686875000000000e+05
2.702727500000000000e+05,6.187182500000000000e+05
2.703979062500000000e+05,6.186390000000000000e+05
2.705526562500000000e+05,6.186498125000000000e+05
2.706876562500000000e+05,6.186820625000000000e+05
2.708063125000000000e+05,6.187230000000000000e+05
2.710763125000000000e+05,6.187875000000000000e+05
2.711236250000000000e+05,6.188566250000000000e+05
2.712116250000000000e+05,6.188134375000000000e+05
2.712918437500000000e+05,6.188228750000000000e+05
2.715025312500000000e+05,6.188503125000000000e+05
2.715223750000000000e+05,6.187283750000000000e+05
2.714369062500000000e+05,6.187165625000000000e+05
2.713443125000000000e+05,6.186835625000000000e+05
2.712922187500000000e+05,6.186650625000000000e+05
2.712469375000000000e+05,6.186182500000000000e+05
2.712278125000000000e+05,6.185569375000000000e+05
2.711246562500000000e+05,6.185231250000000000e+05
2.710100937500000000e+05,6.185268125000000000e+05
